Región,Acelga,Ají,Ajo ,Albahaca,Apio,Arracacha,Arroz cáscara,Arveja grano seco,Arveja grano verde,Avena grano,Berenjena,Betarraga,Brócoli,Caigua,Calabaza,Camote,Cañihua,Cebada grano,Cebolla cabeza,Cebolla    china,Col ,Coliflor,Culantro ,Espinaca,Fresa,Frijol castilla,Frijol seco,Frijol verde,Frijol loctao,Garbanzo,Haba seca,Haba verde,Kiwicha,Lechuga,Lenteja,Maca,Maíz a. duro,Maíz amiláceo,Maíz choclo,Maíz morado,Maní,Mashua,Melón,Nabo,Oca,Olluco,Pallar seco,Pallar verde,Papa,Páprika,Pepinillo ,Pepino,Perejil,Pimiento,Piquillo,Pituca,Poro,Quinua,Rabanito,Sandía,Sorgo grano,Soya,Tarhui,Tomate,Trigo,Vainita,Yuca,Zanahoria,Zapallo,Zarandaja,Aceituna,Achiote,Aguaje,Anona,Cacao,Café pergamino,Caimito,Camu camu,Capuli,Carambola,Cerezo,Chirimoya,Cirolero,Ciruela,Coco,Cocona,Copoazú,Damasco,Dátil,Granada,Guanabana,Guayaba,Guinda,Higo,Huasai,Lima,Limón dulce ,Limón sutíl,Lucuma,Mamey,Mandarina,Mango,Manzana,Marañón,Melocotón,Membrillo,Naranja,Nispero,Nuez,Pacae ,Palma aceitera,Palta,Pan de árbol,Pecana,Pera,Pijuayo,Pomarrosa,Sacha inchi,Sauco,Tamarindo,Tangelo,Taperibá,Té,Toronja,Umari,Ungurahui,Uva,Zapote,Aguaymanto,Alcachofa,Algodón rama,Arandanos,Caña para alcohol,Caña para azúcar,Caña para etanol,Espárrago,Frijol de palo,Granadilla,Maracuyá ,Orégano,Papaya,Piña,Plátano,Rocoto,Tumbo,Tuna,Alfalfa,Avena forrajera,Braquearia,Cebada forrajera,Grama azul,Grama chilena,Gramalote,Maíz chala,Pasto elefante,Rye grass,Trebol,,,,Año
Ica,0.0,22812.906344410876,0.0,5754.473684210527,0.0,0.0,0.0,0.0,3425.476439790576,0.0,-,5844.545454545454,0.0,0.0,0.0,24878.48634984833,0.0,3015.4722222222217,64025.91054313099,5369.000000000002,0.0,0.0,0,5044.782608695653,0.0,1970.2435129740516,1829.182741116751,4653.333333333333,2866.6666666666665,1784.5070422535211,0.0,12000.0,0.0,5475.199999999998,0.0,0.0,9243.978827400395,4289.56179775281,16262.255822036845,4761.440414507772,0.0,0.0,28963.412903225806,5667.20156555773,0.0,3412.5,1123.2846876727472,4482.9375,34317.000430972555,6195.415515409139,19930.0,24001.015625,0,22709.285714285717,0.0,0.0,0.0,2334.9500000000003,6201.666666666665,43566.898578199056,0.0,0.0,0.0,102720.21965777955,2585.066666666667,0.0,23491.061488673135,20000.0,33227.78470254957,0.0,3729.403758911212,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5088.155619596541,0.0,8710.787473396169,0.0,0.0,0,0.0,2902.048417132216,24690.074160975408,8719.999999999998,5400.0,0.0,4011.7322637252446,0,7000.0,0.0,21021.349683176177,10917.636986301372,0.0,48856.7580755077,11861.771990217918,8163.845458069517,0.0,6245.279187817259,7912.500000000001,32232.14294305737,0.0,0,6225.311203319503,0.0,14378.14586552439,0,2474.6854272190676,8464.70588235294,0.0,0.0,0.0,0.0,0.0,46318.928289504234,0.0,0.0,30931.03448275862,0,0,23616.45263117682,0.0,0,19614.978601997147,2529.046000686577,8557.491545023611,0.0,0.0,0.0,12582.999646044995,0.0,6700.0,7634.235888022029,0.0,9376.757263355203,0.0,18688.68651488616,0.0,0,2268.263473053892,24287.53887157578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2021
Junín,21715.0,6357.083333333334,9494.877049180328,0.0,17183.495145631066,0.0,3024.5814977973573,2073.167808219178,7179.248366013072,1655.5555555555552,-,16489.473684210527,18828.14070351759,16941.09589041096,9484.848484848484,0.0,0.0,2115.0748938072884,20462.427745664743,0.0,17096.491228070176,18306.818181818184,0,26616.543574593798,0.0,0.0,996.7300658376005,0.0,1477.7777777777778,0.0,2108.169440242057,7721.259285461621,0.0,25552.048192771086,0.0,6404.410838059231,4032.487918035956,1939.2328971343384,13099.609374999998,1466.6666666666667,887.6176470588235,6806.238185255197,0.0,15245.238095238094,6836.267605633802,7285.514372163389,0.0,0.0,17335.55656071384,0.0,0.0,0.0,0,0.0,0.0,0.0,16270.27027027027,2226.7389525368244,15706.521739130436,0.0,0.0,927.9761904761903,1502.3104693140797,11959.999999999998,2354.774396642183,0.0,14369.009784949167,25199.30486593843,14149.999999999998,0.0,0.0,725.0881542699724,0,5855.797101449276,1226.7133469295263,765.0326852162252,4360.714285714285,0.0,0.0,17966.666666666664,0.0,8616.883116883117,7930.0,0.0,5735.365853658536,8724.814814814814,0,0.0,0.0,0.0,9454.815533980582,4929.411764705883,6651.466666666666,0.0,0,7374.6639344262285,10061.425595238095,12419.961240310078,6765.384615384614,0.0,15472.104485351309,6780.0,8753.333333333332,3895.0000000000005,8692.105263157895,0.0,22063.79177231325,6816.666666666666,0,4171.212121212121,0.0,11944.020861989915,0,0.0,8566.666666666668,0.0,0.0,2648.5,6506.666666666666,0.0,16112.040427154845,0.0,0.0,10121.641791044776,0,0,0.0,6429.032258064517,0,14881.132075471698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12217.433734939761,6703.848684210526,2126.451612903226,17736.018276762403,66381.14127174564,12091.357450402182,11070.20725388601,0,6854.166666666667,38920.01388888889,18884.954193093723,27275.20764667106,18942.810304449646,0.0,0.0,0.0,0.0,28673.1467240849,27964.524704966938,24599.726562500004,,,,2021
La Libertad,26364.864864864863,23792.90953545232,8375.409836065573,0.0,25295.97315436242,0.0,11096.265389364966,1182.3763501989768,3222.7982162764774,0.0,-,22833.766233766233,19547.402597402597,14000.0,0.0,15253.392330383482,0.0,2417.4448566363917,41174.560787069575,20552.23214285714,21925.312199807875,22000.0,0,21990.243902439026,22454.545454545452,1698.4962406015036,1529.827844311377,0.0,1523.1316725978647,1331.8181818181818,1334.2360756259582,3639.53488372093,1198.9898989898988,24977.718832891253,1035.260663507109,0.0,9011.528101711154,1735.1275466529705,11960.60606060606,5692.682926829268,1353.8461538461538,6066.666666666666,22291.666666666668,20444.44444444444,6187.989556135771,6232.758620689655,0.0,0.0,22785.185751706464,10724.63768115942,40272.04522096608,20013.793103448275,0,38742.54742547426,28804.170616113744,0.0,20987.096774193553,1403.1992244304413,18264.761904761905,42965.480043149946,0.0,0.0,1394.2839460329249,27366.436781609194,2317.7143788718618,13276.666666666668,15765.883340327317,17177.120535714283,31245.548654244307,1752.657004830918,3447.340425531915,1005.8823529411765,0,0.0,1282.8936170212767,999.3516699410609,0.0,0.0,2913.1034482758623,0.0,3090.0000000000005,4101.2830188679245,0.0,4994.532663316583,0.0,0.0,0,0.0,0.0,4709.125475285172,15487.352941176468,2136.470588235294,0.0,3105.454545454545,0,6838.4396694214865,0.0,6554.806282722513,8185.748502994011,10647.437499999998,17191.668319777826,16120.21641791045,8191.7206349206335,0.0,5052.484848484848,8157.5619240848755,9036.010230179028,2932.2500000000005,0,4725.580645161291,0.0,15266.905536362478,0,1976.1904761904764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17968.65250808674,0.0,0,20072.96511627907,0.0,15132.231785218566,0.0,123469.56365238957,0.0,13705.472000303265,1491.1949685534594,6976.983257229834,14896.549265649508,0.0,18273.132231404958,18701.077682981595,19600.15956727519,7810.483870967742,0,3514.0345572354217,40290.46139359698,14636.964980544748,0.0,15000.0,0.0,0.0,0.0,53106.713193752075,33410.77844311378,0.0,20491.78743961353,,,,2021
Lambayeque,0.0,0.0,0.0,0.0,0.0,0.0,8699.912451748976,962.7272727272726,2535.1764705882356,0.0,-,10000.0,0.0,5000.0,0.0,10744.18410041841,0.0,800.0,46825.70806100218,5000.0,16666.666666666668,0.0,0,0.0,0.0,1337.802197802198,1260.3801169590643,0.0,1530.5466237942123,1045.1977401129943,795.7692307692308,0.0,2000.0,8000.0,0.0,0.0,6570.979223125563,1749.0092470277411,7063.408430232558,0.0,0.0,0.0,22520.0,0.0,0.0,2000.0,1633.863965267728,0.0,5741.880341880342,8076.923076923076,21098.039215686273,20000.0,0,63409.090909090904,36496.8152866242,0.0,0.0,0.0,6000.0,28700.0,0.0,0.0,0.0,21530.864197530864,809.90990990991,0.0,11454.347826086958,11755.555555555557,23227.272727272728,1494.6186440677964,0.0,0.0,0,0.0,1137.0370370370372,927.0755110554859,0.0,0.0,0.0,0.0,0.0,3100.0,0.0,8000.0,1090.9090909090908,0.0,0,0.0,0.0,10000.0,3000.0,0.0,0.0,0.0,0,5235.294117647059,4000.0,21881.941203919738,2000.0,14601.694915254237,7000.0,12316.631871955464,0.0,0.0,0.0,0.0,7722.807017543859,0.0,0,9105.76923076923,0.0,21964.474845542805,0,0.0,0.0,0.0,2800.0,0.0,0.0,1641.7910447761194,0.0,0.0,0.0,3000.0,0,0,19067.50849927149,0.0,0,0.0,3534.764705882353,20508.034610630406,12442.148760330578,88824.52689954267,0.0,4606.365159128978,1208.0,22523.809523809527,19196.302003081662,0.0,25369.23076923077,0.0,16387.959866220735,0.0,0,1000.0,45121.70753860127,0.0,0.0,0.0,0.0,0.0,0.0,32586.363636363636,0.0,0.0,0.0,,,,2021
Lima,0.0,8664.418444597384,10880.401722835739,0.0,10573.369005968309,0.0,9000.0,1880.952380952381,4757.537289749286,0.0,-,20427.366966136837,10874.536585365853,6570.833333333333,0.0,22115.45996301117,0.0,2030.140762463343,28377.59882869693,12085.909090909088,13335.515873015875,12533.02107728337,0,7190.643274853802,19772.896410995076,2465.634132086499,2623.164335664336,6934.06374501992,0.0,0.0,1893.1115002918857,4764.075067024129,0.0,7770.876112251882,2500.0,0.0,10221.443941992826,2587.2300469483566,15630.888965755794,6610.859728506786,3678.688524590164,0.0,19864.38502673797,7001.578947368421,2969.090909090909,3190.3707802988383,2125.0,7899.722703639515,29851.853105432394,6187.181437809053,18093.23797139142,25269.096139069676,0,6890.575585072738,0.0,0.0,9197.202797202797,0.0,0.0,33190.29126213592,0.0,0.0,0.0,32938.62188766647,2101.020408163265,7436.503759398495,36225.962031811185,23883.038348082595,30815.91511936339,0.0,8915.291529152915,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8102.337473226152,6180.811808118081,12065.274151436031,0.0,0.0,0,9092.592592592593,0.0,13020.024271844659,11922.912205567449,5699.999999999999,0.0,12083.333333333334,0,7830.5084745762715,0.0,6144.736842105263,10162.320969518913,0.0,36844.469974922475,9581.84011026878,21865.564550489984,0.0,10553.72017799135,10310.471524800983,36245.332839208786,23352.112676056335,0,9913.043478260872,0.0,17629.643825504303,0,5655.737704918032,12856.239015817226,0.0,0.0,0.0,0.0,0.0,46078.80434782608,0.0,0.0,30421.05263157895,0,0,20093.234030815303,0.0,0,19802.54777070064,3348.0008552490917,8579.895685158845,0.0,139143.02872722875,0.0,10053.98185764372,3000.0,9287.846020761246,15024.22116773262,0.0,9981.066582518144,0.0,12257.21206782647,8357.142857142857,0,9837.663109357545,18037.67547157987,0.0,0.0,0.0,0.0,0.0,0.0,50835.665257511704,10955.414012738855,21111.11111111111,0.0,,,,2021
Lima Metropolitana,15025.032467532466,17463.061224489797,6127.777777777778,11951.132791327913,24529.780722891566,0.0,0.0,0.0,5735.675675675676,0.0,-,25191.614643545272,14808.549810844892,10275.0,0.0,21681.467924528304,0.0,5092.000000000001,23670.833333333332,23309.179028132992,23797.05521472393,15874.70588235294,0,21459.254658385093,19643.604651162786,0.0,3350.0,0.0,0.0,0.0,0.0,6300.0,0.0,19219.178205128206,0.0,0.0,8077.807692307692,3205.0,13699.583333333332,0.0,0.0,0.0,0.0,24951.57894736842,0.0,0.0,0.0,0.0,28915.886363636368,0.0,20720.8,0.0,0,18050.842857142856,0.0,0.0,23507.191011235962,2104.6666666666665,23814.541818181817,23500.0,0.0,0.0,0.0,23134.999999999993,7755.0,6449.099999999999,17413.333333333336,15145.384615384613,32856.42857142857,0.0,5555.352112676056,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11296.296296296296,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9000.0,0.0,0.0,6020.0,0,0.0,0.0,0.0,12576.067110782136,0.0,27103.130870381967,10250.0,12275.124309392268,0.0,13450.000000000002,13245.454545454544,11000.0,0.0,0,0.0,0.0,13013.071895424839,0,2724.7191011235955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11429.166666666668,0.0,0,0.0,2993.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,12525.667351129363,0.0,0,12493.10344827586,28550.0,0.0,0.0,0.0,0.0,0.0,0.0,33042.43079584775,19300.0,0.0,0.0,,,,2021
Loreto,0.0,1722.2222222222224,0.0,0.0,0.0,0.0,2919.547471648496,0.0,0.0,0.0,-,0.0,0.0,1752.0491803278687,0.0,0.0,0.0,0.0,0.0,1810.8108108108108,4378.787878787879,0.0,0,0.0,0.0,997.519764377616,1041.9727177334732,0.0,0.0,0.0,0.0,0.0,0.0,4338.461538461538,0.0,0.0,2915.680354805098,0.0,4206.97896749522,0.0,1078.6686838124056,0.0,7642.994241842611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4579.470198675497,5058.823529411765,0,0.0,0.0,0.0,0.0,0.0,0.0,10831.469052945562,0.0,0.0,0.0,3350.0,0.0,0.0,10264.072739898442,0.0,7117.142857142858,0.0,0.0,1813.9534883720928,0,4887.096774193548,1206.9427527405605,1091.4772727272727,3020.5128205128203,4063.5551142005957,0.0,11100.0,0.0,0.0,0.0,0.0,11278.362573099415,3916.433940217616,0,0.0,0.0,0.0,5397.727272727272,2375.266524520256,0.0,0.0,0,4964.285714285715,6176.470588235295,6237.990060739922,5954.545454545454,0.0,6586.698337292161,4397.260273972603,0.0,2556.9620253164558,0.0,0.0,6560.43956043956,0.0,0,3128.691983122363,12735.842734279013,10689.552238805969,0,0.0,0.0,10011.330049261083,3078.6516853932585,1181.578947368421,0.0,0.0,0.0,5767.955801104972,0.0,5728.026533996683,0,0,0.0,5969.465648854963,0,0.0,0.0,0.0,32112.220088342616,0.0,0.0,0.0,0.0,2876.923076923077,5192.307692307692,0.0,10334.615384615385,7949.823943661972,11376.101431362385,0.0,0,0.0,0.0,0.0,9020.69361946733,0.0,0.0,0.0,0.0,0.0,8238.031914893616,0.0,0.0,,,,2021
Madre de Dios,0.0,0.0,0.0,0.0,0.0,0.0,3701.8018018018015,0.0,0.0,0.0,-,0.0,0.0,3000.0,0.0,8286.271777003483,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,920.1030927835051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3593.035387001269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3313.3333333333326,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15297.777777777777,0.0,0.0,0.0,5900.0,0.0,0.0,13942.625506704084,0.0,11500.0,0.0,0.0,727.8787878787879,0,0.0,1002.0470510271701,672.7272727272727,4840.0,0.0,0.0,3960.7272727272725,0.0,0.0,0.0,0.0,11975.257731958764,4657.885885885886,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8026.0,0.0,7666.846361185984,0.0,0.0,8041.635687732343,8334.21052631579,0.0,2600.0,0.0,0.0,8408.187134502925,0.0,0,0.0,0.0,8860.13986013986,0,0.0,0.0,4356.275303643724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12935.950413223141,13761.316872427982,12497.822229391839,0.0,0,0.0,0.0,0.0,38626.866255829445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2021
Moquegua,0.0,4530.0,7327.083333333333,0.0,0.0,8494.285714285714,0.0,0.0,4401.933333333334,0.0,-,0.0,0.0,0.0,0.0,8735.0,0.0,1101.852564102564,32285.434782608696,0.0,0.0,0.0,0,0.0,4733.333333333333,0.0,3416.6666666666665,0.0,0.0,0.0,1233.44262295082,4705.393939393939,0.0,17849.999999999996,0.0,0.0,3417.454545454546,1233.0369822485206,17025.066666666666,6631.689655172414,0.0,4862.727272727273,0.0,0.0,6185.652173913044,5820.0,0.0,0.0,12174.843434343433,1000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,998.7096774193549,0.0,25394.28571428571,0.0,0.0,0.0,29086.857142857145,1177.0149253731342,3474.860759493671,0.0,28378.999999999996,15401.930555555553,0.0,4076.1022727272725,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7621.151515151515,3846.5217391304345,0.0,0.0,0.0,0,3107.7380952380954,0.0,6637.499999999999,0.0,5078.749999999999,0.0,5342.631578947369,0,7648.254658385093,0.0,6198.818181818182,6450.42857142857,0.0,5110.0,6380.833333333332,5495.206521739131,0.0,4759.096774193549,6582.333333333333,5688.333333333333,4897.5,0,5668.5,0.0,7168.462931034483,0,0.0,4478.645161290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13117.32026143791,0.0,0,0.0,0.0,8822.270833333332,0.0,0.0,0.0,0.0,0.0,0.0,5535.0,2503.4483240223462,14951.666666666666,0.0,1900.0,0.0,0,5462.068281938325,71487.35887177434,15624.627906976744,0.0,0.0,0.0,0.0,0.0,59739.00000000001,0.0,0.0,0.0,,,,2021
Pasco,0.0,16099.567901234568,2300.0,0.0,0.0,0.0,1485.2794496990543,679.1509433962264,2989.6522948539637,0.0,-,0.0,0.0,15668.554726368158,16820.3125,0.0,0.0,2636.4758620689654,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1427.5201288244768,0.0,0.0,0.0,1576.0231023102308,5723.668639053255,0.0,0.0,0.0,3396.4674922600625,1901.9293867799308,1189.0768761439904,11237.479038871401,0.0,0.0,10500.0,0.0,0.0,9388.795252225518,9853.369696969698,0.0,0.0,18459.934437192627,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1715.2197802197804,0.0,14843.665111456714,14130.923076923078,22822.331550802137,0.0,0.0,625.5708266452648,0,0.0,762.4393325773531,1142.6140380313202,0.0,0.0,0.0,0.0,0.0,3346.153846153846,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2250.0,0.0,10000.0,3905.909090909091,0.0,15600.0,13333.333333333334,0.0,0.0,0.0,0.0,12953.877551020409,0.0,0,0.0,0.0,11990.013565891473,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0,0,0.0,0.0,0,0.0,0.0,0.0,29833.333333333332,0.0,0.0,0.0,0.0,12736.49616669943,0.0,0.0,9959.390977443609,9802.352941176468,13765.160650406504,19586.062260869563,0,3157.0,25812.992882562274,10718.623188405796,20951.033238034113,6533.333333333333,0.0,0.0,0.0,0.0,0.0,12473.47134483296,13538.89877739196,,,,2021
Piura,0.0,0.0,2788.8888888888887,0.0,0.0,0.0,9343.477772608408,723.5397452788758,1904.2553191489362,0.0,-,0.0,0.0,0.0,0.0,13314.217443249701,0.0,917.2932330827067,20500.0,0.0,0.0,0.0,0,0.0,0.0,2056.816085593064,907.9266182069921,0.0,1540.983606557377,0.0,813.7404580152672,2000.0,0.0,0.0,0.0,0.0,4294.88626239829,1187.0066788099575,6626.262626262626,0.0,861.4958448753463,0.0,12622.222222222223,0.0,2417.5531914893613,2720.0,0.0,0.0,11409.199048374307,4549.165120593691,0.0,0.0,0,33921.56862745098,15639.423076923076,0.0,0.0,0.0,0.0,35187.08240534521,0.0,3028.5714285714284,0.0,22968.42105263158,1113.328722458255,0.0,8531.754874651811,5008.620689655173,3305.084745762712,0.0,0.0,0.0,0,0.0,956.5965583173996,585.595367354325,0.0,0.0,0.0,0.0,0.0,2670.2127659574467,0.0,1177.7777777777778,37113.20754716981,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3000.0,10534.690846072908,3500.0,533.3333333333334,0.0,15882.216741329843,0.0,0.0,0.0,0.0,4816.326530612245,0.0,0,0.0,0.0,9775.777414075286,0,0.0,0.0,0.0,0.0,0.0,0.0,5882.65306122449,0.0,0.0,0.0,0.0,0,0,29838.374417055296,0.0,0,0.0,3946.866485013624,15860.416666666668,20146.327244461718,135583.18642114612,145787.60618431034,0.0,4672.413793103448,3842.1052631578946,13151.792555551074,0.0,18412.213740458013,0.0,22350.190957250215,0.0,0,0.0,32134.502923976605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17716.26733921816,0.0,0.0,,,,2021
Puno,0.0,0.0,0.0,0.0,0.0,10548.529411764704,1832.5000000000002,985.6143667296784,0.0,970.7396891445354,-,0.0,0.0,0.0,9886.111111111111,9292.436974789915,864.8545988934992,1220.436552674433,16059.102902374672,0.0,0.0,0.0,0,0.0,0.0,0.0,1198.2363636363636,0.0,1244.4444444444446,0.0,1292.283504118947,6185.284280936455,0.0,4222.222222222223,0.0,3736.3636363636365,1686.575342465753,1668.7435765673176,7718.181818181819,0.0,1300.0,8070.06956521739,0.0,0.0,8630.564907275322,6931.264124293785,0.0,0.0,15411.230798956623,0.0,0.0,0.0,0,0.0,0.0,9881.09756097561,0.0,1121.3604155928706,0.0,0.0,0.0,1187.179487179487,1419.8363636363636,0.0,1271.648189209165,0.0,16326.945569050835,8205.263157894738,10265.74074074074,0.0,0.0,903.5714285714284,0,0.0,772.5025746652935,757.9777534646244,0.0,0.0,0.0,0.0,0.0,10825.999999999998,0.0,0.0,0.0,8060.000000000001,0,0.0,0.0,0.0,0.0,8750.0,0.0,0.0,0,10716.666666666664,0.0,9516.666666666668,0.0,0.0,8783.167220376523,0.0,0.0,0.0,7684.848484848485,0.0,10328.408253500369,0.0,0,0.0,0.0,10241.803278688523,0,0.0,0.0,9177.777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9805.714285714286,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8320.661157024795,0.0,2857.1428571428573,11203.340757238308,27800.835322195704,9855.619834710744,6599.1596638655465,0,0.0,21640.024710463258,30891.318732707223,0.0,22467.776159767007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2021
San Martín,0.0,23523.809523809527,0.0,0.0,0.0,0.0,7877.542937845485,0.0,0.0,0.0,-,0.0,0.0,933.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,958.4603773584904,970.0106055000617,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3134.5477169112773,0.0,0.0,0.0,1096.28442663996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2145.3124999999995,0.0,12611.449220235834,0.0,0.0,16138.494557718843,0.0,0.0,0.0,0.0,0.0,0,7000.0,985.8218519146503,1048.681645220712,16982.40740740741,0.0,0.0,0.0,0.0,7175.0,0.0,0.0,25122.52252252252,7919.06976744186,0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,0,0.0,9400.0,12836.962090163937,0.0,0.0,12313.88888888889,21910.828025477706,0.0,0.0,0.0,0.0,15744.37852121454,0.0,0,12168.48184818482,11349.068627450979,10478.947368421052,0,0.0,0.0,14681.684622918707,7250.0,1120.6539251711297,0.0,0.0,0.0,16771.428571428572,0.0,10970.312499999998,0,0,7976.923076923077,16258.992805755397,0,0.0,0.0,0.0,64274.0077116717,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,15601.203291355769,16454.68998410175,13053.378946967807,0.0,0,0.0,0.0,0.0,32158.05790118035,0.0,0.0,0.0,0.0,0.0,40494.35852768846,0.0,0.0,,,,2021
Tacna,16000.0,11762.589928057554,9736.842105263158,0.0,21587.719298245614,0.0,0.0,0.0,6275.862068965517,0.0,-,16324.074074074073,18325.58139534884,0.0,0.0,15872.20447284345,0.0,0.0,35602.985074626864,0.0,21158.73015873016,17650.0,0,16024.390243902439,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,7028.03738317757,0.0,21989.89898989899,0.0,0.0,0.0,2989.079563182527,13628.048780487805,0.0,0.0,0.0,25647.61904761905,14800.0,0.0,0.0,0.0,0.0,21304.06852248394,5842.105263157895,18121.052631578947,0.0,-,16279.22077922078,0.0,0.0,16868.42105263158,2038.123167155425,13764.705882352942,34609.71524288107,0.0,0.0,0.0,38088.23529411764,3000.0,7080.246913580247,0.0,0.0,39197.04433497537,0.0,4887.308280431862,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6068.965517241379,0.0,0.0,0.0,0,4937.5,0.0,11476.190476190477,0.0,0.0,0.0,4461.538461538462,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11247.191011235955,0.0,10075.757575757576,7230.7692307692305,20831.474597273853,0.0,0,0.0,0.0,7258.620689655173,0,0.0,12765.30612244898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9975.083056478406,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4555.914972273568,0.0,0.0,6250.0,27875.0,0,14110.0,25360.416481267242,0.0,0.0,0.0,0.0,0.0,0.0,43299.18209212226,0.0,0.0,0.0,,,,2021
Tumbes,0.0,4840.0,0.0,0.0,0.0,0.0,8806.690592030693,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,17964.912280701756,0.0,0.0,0.0,6502.9032258064535,0.0,0.0,0,0.0,0.0,1380.7692307692312,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,5341.666666666667,0.0,0.0,2659.988596678783,0.0,7036.218731820825,0.0,0.0,0.0,4150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,6594.117647058823,0.0,0.0,0.0,0.0,0.0,6985.714285714285,0.0,1883.2684824902724,0.0,19522.388059701494,0.0,0.0,17483.026037124702,0.0,25348.926174496646,0.0,0.0,657.377049180328,0,0.0,1232.8184281842819,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,6313.753581661891,27329.078014184397,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25986.23447187959,0.0,0.0,17000.0,12230.379264341529,0.0,0.0,0.0,0.0,14665.974025974028,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13366.666666666668,23000.0,0.0,0.0,14912.5,0,0,8500.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6514.432989690722,0.0,51333.360544217685,0.0,21803.79170012751,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73262.96619411123,0.0,0.0,,,,2021
