Región,Acelga,Ají,Ajo ,Albahaca,Apio,Arracacha,Arroz cáscara,Arveja grano seco,Arveja grano verde,Avena grano,Betarraga,Brócoli,Caigua,Calabaza,Camote,Cañihua,Cebada grano,Cebolla cabeza,Cebolla    china,Col ,Coliflor,Culantro ,Espinaca,Fresa,Frijol castilla,Frijol seco,Frijol verde,Frijol loctao,Garbanzo,Haba seca,Haba verde,Kiwicha,Lechuga,Lenteja,Maca,Maíz a. duro,Maíz amiláceo,Maíz choclo,Maíz morado,Maní,Mashua,Melón,Nabo,Oca,Olluco,Pallar seco,Pallar verde,Papa,Páprika,Pepinillo ,Pepino,Pimiento,Piquillo,Pituca,Poro,Quinua,Rabanito,Sandía,Sorgo grano,Soya,Tarhui,Tomate,Trigo,Vainita,Yuca,Zanahoria,Zapallo,Zarandaja,Aceituna,Achiote,Anona,Cacao,Café pergamino,Caimito,Camu camu,Capuli,Carambola,Cerezo,Chirimoya,Cirolero,Ciruela,Coco,Cocona,Copoazú,Damasco,Dátil,Granada,Guanabana,Guayaba,Guinda,Higo,Lima,Limón dulce ,Limón sutíl,Lucuma,Mamey,Mandarina,Mango,Manzana,Marañón,Melocotón,Membrillo,Naranja,Nispero,Pacae ,Palma aceitera,Palta,Pan de árbol,Pecana,Pera,Pijuayo,Pomarrosa,Sacha inchi,Sauco,Tamarindo,Tangelo,Taperibá,Té,Toronja,Uva,Zapote,Alcachofa,Algodón rama,Arandanos,Caña para alcohol,Caña para azúcar,Caña para etanol,Espárrago,Frijol de palo,Granadilla,Maracuyá ,Orégano,Papaya,Piña,Plátano,Rocoto,Tuna,Alfalfa,Avena forrajera,Braquearia,Cebada forrajera,Grama azul,Grama chilena,Gramalote,Maíz chala,Pasto elefante,Rye grass,Trebol,,,Año
Ica,0.0,6631.1900000000005,22.1,398.16999999999996,27.609999999999996,0.0,0.0,0.0,444.869,0.0,333.84000000000003,0.0,0.0,0.0,22923.73,0.0,110.33999999999999,121621.88,227.67700000000002,0.0,0.0,0,196.99,0.0,217.30899999999997,377.13,67.03,172.0,291.839,0.0,371.25,0.0,372.85,0.0,0.0,141406.08,168.69,19469.699,864.67,67.2,0.0,4637.709999999999,219.837,24.8,0.0,3283.578,1758.6979999999999,115274.61000000002,1337.6899999999998,241.75,600.55,389.8,0,0.0,0.0,37.8,75.17,19323.118,0.0,0.0,0.0,106784.34,60.1,12.36,11149.929000000002,142.8,16580.54,0.0,6862.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.369,0.0,1435.26,0.0,0.0,0,0.0,396.67,55339.15,260.4,5.2,0.0,763.8499999999999,7.6,0.0,1720.889,1904.7900000000002,0.0,180665.32000000004,7977.7570000000005,1267.2799999999997,0.0,623.85,188.45000000000002,32104.239999999994,0.0,757.7,0.0,80559.949,0,4072.476,74.3,0.0,0,0.0,0.0,0.0,30592.619,0.0,0.0,431.0,328763.65800000005,0.0,23312.8,11148.646999999997,4159.910000000001,0.0,0.0,0.0,190467.029,0.0,23.0,79.75,0.0,474.85,0.0,2626.38,0.0,927.048,135152.818,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,2020
Junín,1067.1999999999998,1302.1999999999998,4307.3,0.0,1819.1,0.0,1906.0,1527.9,29791.06,330.85,1093.5,2955.2,950.8,327.6,0.0,0.0,17126.48,3651.6,0.0,1733.3,560.6,0,16088.13,0.0,0.0,4115.299,0.0,44.0,0.0,3138.6789999999996,21051.649999999998,0.0,8856.599999999999,0.0,7525.5,24863.349999999995,13693.15,94995.3,11.0,274.39,3475.7000000000003,0.0,566.7,3770.9000000000005,17852.070000000003,0.0,0.0,418258.859,0.0,0.0,0.0,0.0,0,0.0,604.9000000000001,4233.3,791.6,0.0,0.0,60.6,731.8,57.4,6606.77,0.0,126874.9,25327.200000000004,2568.6999999999994,0.0,0.0,201.778,401.84999999999997,27536.299999999996,72334.99,62.85,0.0,0.0,2338.9,0.0,579.8000000000001,70.19999999999999,0.0,403.74899999999997,232.35,0,0.0,0.0,0.0,3784.1499999999996,77.1,511.32,0.0,1031.2,3211.65,2962.7000000000007,114.14999999999999,0.0,57915.309,1848.85,116.6,39.800000000000004,288.3,0.0,298622.01,38.4,788.8499999999999,0.0,45121.68,0,0.0,52.8,0.0,0,416.78,97.39999999999999,0.0,41659.93000000001,0.0,0.0,716.7900000000001,0.0,773.1500000000001,3951.600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11145.349999999999,1512.3500000000001,55.459999999999994,12124.048,442908.10000000003,212355.12,3801.8599999999997,169.6,132744.45,5335.0,121298.50000000001,466.0,0.0,0.0,0.0,0,92432.75000000001,196303.97999999998,45804.04000000001,,,2020
La Libertad,383.75,5839.199999999999,1590.7000000000003,0.0,3888.5,0.0,384270.1,9520.199999999999,5285.4,3.0,912.95,5069.8,89.89999999999999,0.0,4974.4,0.0,55300.420000000006,25101.05,6737.610000000001,7058.5599999999995,948.35,0,560.6999999999999,569.0,105.15,3297.7200000000003,0.0,288.0,97.4,6243.8,1304.2,60.199999999999996,4151.300000000001,1668.33,0.0,118701.2,24353.600000000006,11271.900000000001,1555.5,85.55000000000001,0.0,568.0,422.6,5939.2,9108.2,40.0,0.0,537500.4,726.5,17378.0,3655.0,15289.6,4902,0.0,2720.2000000000003,1303.6499999999999,886.3100000000002,20671.7,32.0,0.0,5132.1,5293.35,60701.4,320.90000000000003,17784.3,7566.499999999999,17647.149999999998,105.41,641.5,1.59,0.0,32.919,220.18699999999998,0.0,0.0,79.859,0.0,2.9200000000000004,247.458,0.0,574.547,0.0,0.0,0,0.0,0.0,466.93999999999994,563.62,18.418999999999997,0.0,37.410000000000004,2111.2379999999994,0.0,381.71799999999996,1030.54,206.82999999999998,8057.42,4781.530000000001,902.3879999999998,0.0,90.25,948.739,2249.7200000000003,26.28,378.56899999999996,0.0,215319.109,0,30.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59213.0,0.0,19560.0,0.0,111389.229,0.0,5344454.7249855995,0.0,143878.59999999998,72.75,2663.2180000000003,16527.3,0.0,3558.29,22232.6,15307.707999999999,106.89999999999999,928.4,224637.02999999994,1532.5,0.0,90.0,0.0,0.0,0.0,2835,10253.94,0.0,5254.1,,,2020
Lambayeque,0.0,303.0,0.0,0.0,0.0,15.0,429615.0,214.0,2555.0,0.0,300.0,0.0,254.0,0.0,31033.5,0.0,71.5,21847.0,48.0,1528.0,0.0,0,0.0,0.0,921.0,348.09999999999997,0.0,299.0,153.2,105.9,428.0,0.0,62.0,0.0,0.0,74850.8,2985.0,20727.0,48.0,0.0,0.0,876.0,0.0,167.0,547.5,5918.8,0.0,4245.5,792.0,975.0,200.0,22205.0,16460,0.0,0.0,18.0,29.0,4934.0,0.0,0.0,0.0,4869.0,1281.0,0.0,8115.0,1007.0,1369.0,1245.6,0.0,0.0,0.0,98.5,1838.4,0.0,0.0,0.0,0.0,0.0,185.0,0.0,1300.0,35.0,0.0,0,0.0,0.0,1810.0,8.8,0.0,0.0,0.0,335.5,8.0,39624.0,3.0,341.0,56.0,76355.0,0.0,0.0,0.0,0.0,2245.0,0.0,890.0,0.0,86008.08,0,0.0,0.0,0.0,13,0.0,0.0,129.0,0.0,0.0,0.0,307.0,31241.0,0.0,0.0,1697.87,32723.0,8123.0,2184188.7764763306,0.0,3007.0,321.4,458.0,10135.4,0.0,88.0,50.0,14969.5,0.0,10.0,52198.0,0.0,0.0,0.0,0.0,0.0,0.0,1592,0.0,0.0,0.0,,,2020
Lima,0.0,7060.900000000001,11028.6,0.0,5989.549999999999,0.0,0.0,47.49,3412.12,0.0,11269.3,22509.399999999998,487.8,0.0,119039.79999999999,0.0,282.59999999999997,17885.800000000003,6561.0,5388.1,11183.300000000001,0,1339.0,19026.9,2666.8999999999996,3175.7999999999997,3011.8,0.0,0.0,246.44999999999996,1313.1,0.0,27522.6,0.0,0.0,127125.39999999998,1486.3700000000001,37527.9,7741.3,255.40000000000003,4.48,3312.6,19.5,172.28,589.3899999999999,36.9,1757.6999999999998,174045.53900000002,19905.5,15184.8,4089.0,2674.5,10,0.0,2495.9,46.2,10.0,12736.2,8.0,0.0,0.0,25131.200000000004,286.01,10437.4,35758.65,41631.439999999995,12818.3,0.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11995.1,187.95,698.0,0.0,0.0,0,253.2,0.0,2093.0,387.6,3.0,0.0,427.59999999999997,154.4,0.0,9.8,4481.200000000001,0.0,243430.94,5237.3,124807.4,0.0,24083.6,4110.299999999999,36282.6,1307.5,59.5,0.0,90254.30000000002,0,834.3,1227.9,0.0,0,0.0,0.0,0.0,11870.0,0.0,0.0,105.6,47394.5,0.0,3467.1,1192.5,17156.6,0.0,1378390.8399999999,0.0,19035.480000000003,0.0,4003.5,35419.95,0.0,452.5,0.0,3422.6,21.9,2947.8,141825.36000000002,3.0,0.0,0.0,0.0,0.0,0.0,9623,276.0,345.0,0.0,,,2020
Lima Metropolitana,2889.04,3857.8500000000004,136.29999999999998,4709.819,10049.238000000001,0.0,0.0,0.0,172.83,0.0,13540.657,11218.628000000002,58.0,0.0,4575.3,0.0,20.23,3294.1000000000004,10115.14,4147.29,480.3,0,7620.449,1181.5,0.0,138.45,0.0,0.0,0.0,0.0,0.0,0.0,14620.378999999999,0.0,0.0,89.279,6.26,809.55,14.76,0.0,0.0,19.5,5407.147999999999,0.0,0.0,0.0,0.0,1559.06,0.0,3583.4099999999994,0.0,1683.6499999999999,0,0.0,9686.44,2.07,13174.108,42.300000000000004,0.0,0.0,0.0,1313.88,0.0,616.91,291.1,184.699,467.53,0.0,389.15999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.2,0.0,0.0,14.6,0.0,0.0,0.0,2392.48,0.0,8255.86,23.6,957.82,0.0,77.8,153.0,6.0,0.0,0.0,0.0,1296.94,0,23.450000000000003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.7,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,247.5,0.0,683.4000000000001,598.0,0.0,0.0,0.0,0.0,0.0,0.0,1088,95.0,0.0,0.0,,,2020
Loreto,0.0,752.0,0.0,0.0,0.0,0.0,105065.0,0.0,0.0,0.0,0.0,0.0,853.0,0.0,0.0,0.0,0.0,0.0,482.0,276.0,0.0,0,0.0,0.0,6368.0,4932.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0,107958.0,0.0,17471.0,0.0,1411.0,0.0,3780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14461.0,0.0,0.0,0.0,1467.0,0.0,0.0,453458.0,0.0,2483.0,0.0,0.0,78.7,611.0,929.7,189.3,1188.0,12144.0,0.0,1871.0,0.0,0.0,0.0,0.0,9801.0,4712.0,0,0.0,0.0,0.0,467.0,1128.0,0.0,0.0,136.0,185.0,11217.0,135.0,0.0,2754.0,1278.0,0.0,599.0,0.0,0.0,3581.0,0.0,2949.0,113897.0,3565.0,0,0.0,0.0,20117.0,544,450.0,0.0,0.0,0.0,1041.0,0.0,3478.0,0.0,1555.0,0.0,0.0,0.0,166955.0,0.0,0.0,0.0,0.0,190.0,412.0,0.0,16155.0,17853.0,282568.0,0.0,0.0,0.0,0.0,46547.0,0.0,0.0,0.0,0.0,0,18225.0,0.0,0.0,,,2020
Madre de Dios,0.0,0.0,0.0,0.0,0.0,0.0,7492.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,123.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22824.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0,0.0,0.0,0.0,0.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,20433.0,0.0,14.0,0.0,0.0,7.48,0.0,1234.72,15.578,53.5,0.0,0.0,135.618,0.0,0.0,0.0,0.0,764.0,351.4789999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.9,0.0,630.6,0.0,0.0,535.8,320.5,0.0,12.5,0.0,0.0,1378.9,0.0,0.0,0.0,610.5,0,0.0,0.0,269.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33362.0,7832.0,36351.0,0.0,0.0,0.0,0.0,962082.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,2020
Moquegua,0.0,4.95,81.96000000000001,0.0,0.0,40.48,0.0,0.0,112.185,0.0,0.0,0.0,0.0,0.0,8.162,0.0,114.647,1571.37,0.0,0.0,0.0,0,0.0,14.279,0.0,18.54,0.0,0.0,0.0,146.193,426.106,0.0,40.709999999999994,0.0,0.0,177.179,749.121,699.668,121.058,0.0,61.29,0.0,0.0,131.85199999999998,61.4,0.0,0.0,6645.380000000001,0.0,0.0,0.0,0.0,0,0.0,0.0,28.8,0.0,333.39,0.0,0.0,0.0,133.689,81.353,254.04000000000002,0.0,347.20000000000005,1232.07,0.0,176.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.73,95.36,0.0,0.0,0.0,0,139.89000000000001,0.0,28.796,0.0,40.959,0.0,90.713,1168.5400000000002,0.0,65.46600000000001,127.99099999999999,0.0,5.051,78.79,595.539,0.0,155.215,134.461,75.1,19.434,112.94999999999999,0.0,7748.258,0,0.0,138.13,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9064.89,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,11.379999999999999,2236.909,46.5,0.0,3.3,0.0,2688.8379999999997,788842.5160000001,14.0,0.0,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,,,2020
Pasco,0.0,4274.599,20.0,0.0,0.0,0.0,1565.849,52.31,2319.8999999999996,0.0,0.0,0.0,6332.018999999999,3229.0,0.0,0.0,253.87,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,803.4899999999999,0.0,0.0,0.0,773.76,1637.0,0.0,0.0,0.0,1211.56,5318.008999999999,2022.179,11970.499,0.0,0.0,42.36,0.0,0.0,4796.5199999999995,6796.928999999999,0.0,0.0,174942.50699999998,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.68,0.0,69880.00399999999,657.576,13682.220000000001,0.0,0.0,3800.82,0.0,4033.4880000000003,13193.327000000001,0.0,0.0,0.0,0.0,0.0,63.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8599999999999999,0.0,94.0,91.46,0.0,261.0,76.0,0.0,0.0,0.0,0.0,738.1,0.0,0.0,0.0,4493.34,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,24378.54,0.0,0.0,1587.6770000000001,872.249,74240.15699999999,30755.25,17.89,5643.622999999999,129.0,991257.6579999999,0.0,0.0,0.0,0.0,0,0.0,7419.342000000001,2651.126,,,2020
Piura,0.0,0.0,246.0,0.0,0.0,0.0,417734.0,3350.0,1018.0,0.0,0.0,0.0,0.0,0.0,11607.0,0.0,339.0,4233.0,0.0,0.0,0.0,0,0.0,0.0,4409.0,3168.0,0.0,465.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,51850.0,14485.0,990.0,0.0,12.0,0.0,883.0,0.0,2279.0,947.0,0.0,0.0,27518.0,3433.0,0.0,0.0,9779.000000000002,17603,0.0,0.0,0.0,0.0,15921.0,0.0,798.0,0.0,1199.0,11195.0,0.0,8725.0,629.0,0.0,0.0,0.0,0.0,0.0,1385.0,4987.0,0.0,0.0,0.0,0.0,0.0,1296.0,0.0,0.0,3575.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168846.0,141.0,0.0,0.0,355762.0,0.0,0.0,0.0,0.0,2513.0,0.0,0.0,0.0,6204.0,0,0.0,0.0,0.0,0,0.0,0.0,2065.0,0.0,0.0,0.0,0.0,206425.0,0.0,0.0,2005.0,5524.0,102432.0,521563.06499999994,1664404.938,0.0,810.0,701.0,9136.0,0.0,666.0,0.0,376995.3,0.0,0.0,5156.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66310.0,0.0,0.0,,,2020
Puno,0.0,0.0,0.0,0.0,0.0,738.6,153.8,1088.35,0.0,7855.610000000001,0.0,0.0,0.0,309.20000000000005,2252.2000000000003,4818.79,29318.600000000002,6541.200000000001,0.0,0.0,0.0,0,0.0,0.0,0.0,684.9,0.0,0.0,0.0,12867.019999999999,3242.6,0.0,21.0,0.0,313.6,4476.5,6633.749999999999,0.0,0.0,37.5,8496.1,0.0,0.0,29853.720000000005,19002.0,0.0,0.0,854970.0,0.0,0.0,0.0,0.0,0,17655.0,0.0,39618.13,0.0,0.0,0.0,44.4,1427.4999999999998,0.0,1706.2099999999996,0.0,29643.0,153.5,1120.1999999999998,0.0,0.0,24.0,0.0,675.0,8105.1,0.0,0.0,0.0,0.0,0.0,547.0,0.0,0.0,0.0,770.0,0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,898.7,0.0,57.5,0.0,0.0,7851.5,0.0,0.0,0.0,494.5,0.0,27350.6,0.0,0.0,0.0,2516.0,0,0.0,0.0,79.7,0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,0.0,17.0,4812.0,22673.0,11830.0,1454.0,0.0,1522450.5,76086.0,0.0,16506.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,2020
San Martín,0.0,0.0,0.0,0.0,0.0,0.0,863281.703,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1071.155,2800.215,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126827.139,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.39999999999999,0.0,2778.0,0.0,0.0,97711.0,0.0,0.0,0.0,0.0,0.0,28.1,66786.44,82808.90000000001,866.1499999999999,0.0,0.0,0.0,0.0,34.45,0.0,0.0,7600.9,1619.95,0,0.0,0.0,0.0,0.0,7.000000000000001,0.0,0.0,12.200000000000001,12.55,4743.57,0.0,0.0,434.0,1318.4,0.0,0.0,0.0,0.0,82959.5,0.0,11570.449999999999,430990.85,495.55,0,0.0,0.0,21951.3,196,627.3,0.0,0.0,0.0,271.7,0.0,72.05000000000001,1036.0,1418.0,0.0,0.0,0.0,128149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33473.3,15513.0,438078.25,0.0,0.0,0.0,0.0,3091852.75,0.0,0.0,0.0,0.0,0,509370.5,0.0,0.0,,,2020
Tacna,81.0,9888.0,253.0,0.0,1915.0,0.0,0.0,0.0,154.0,0.0,1496.0,1584.0,0.0,0.0,3474.0,0.0,0.0,10365.0,0.0,1719.0,1216.0,0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,0.0,2148.0,0.0,0.0,0.0,1823.0,2271.0,0.0,0.0,0.0,2527.0,569.0,0.0,0.0,0.0,0.0,7864.0,74.0,2371.0,0.0,1717.0,0,0.0,558.0,824.0,238.0,11251.0,0.0,0.0,0.0,8108.0,6.0,681.0,0.0,0.0,14691.0,0.0,122731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0,76.0,0.0,131.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2051.0,0.0,743.0,92.0,7440.0,0.0,0.0,0.0,287.0,0,0.0,1551.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9073.0,0.0,0.0,26.0,718.0,1397.0,269205.0,0.0,0.0,0.0,0.0,0.0,0.0,2592,0.0,0.0,0.0,,,2020
Tumbes,0.0,16.124000000000002,0.0,0.0,0.0,0.0,113030.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.615,0.0,0.0,0.0,9.998,1.0,0.0,0,0.0,0.0,34.355,0.0,0.0,7.1,0.0,0.0,0.0,0.0,38.803,0.0,0.0,862.5820000000001,0.0,2685.698,0.0,3.0,0.0,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.91,0,0.0,0.0,0.0,0.0,83.0,0.0,4.0,0.0,54.629999999999995,0.0,0.0,3944.1510000000003,0.0,78.88,0.0,0.0,3.31,0.0,832.4590000000002,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1730.5,149.39000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48111.958,0.0,0.0,10.5,597.132,0.0,0.0,0.0,0.0,315.95,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,204.85,22.0,0.0,0.0,242.7,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.5,0.0,2018.673,0.0,141456.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7089.735000000001,0.0,0.0,,,2020
Ucayali,0.0,0.0,0.0,0.0,0.0,0.0,66240.64600000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.18,0.0,0.0,0.0,0.0,36.230000000000004,0.0,0,0.0,0.0,717.4190000000001,893.0859999999999,0.0,0.0,0.0,0.0,0.0,0.0,36.12,0.0,0.0,22835.989,0.0,0.0,0.0,304.048,0.0,1987.7000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.47999999999996,0.0,0.0,0,313.96,0.0,0.0,0.0,7832.7390000000005,0.0,61.46,0.0,437.17,0.0,0.0,102946.823,0.0,356.56000000000006,0.0,0.0,368.24399999999997,2851.723,21705.288999999997,10967.679999999998,3944.2709999999997,1923.377,0.0,0.0,0.0,0.0,0.0,0.0,11683.186,3997.373,0,0.0,0.0,0.0,3179.0240000000003,2144.6899999999996,0.0,0.0,0.0,0.0,14203.402000000004,0.0,0.0,5751.664000000001,6124.387000000001,0.0,3019.7349999999997,0.0,0.0,12057.054999999998,0.0,11592.189000000002,318964.88399999996,3136.294,0,0.0,0.0,8627.3,0,0.0,0.0,0.0,3925.5970000000007,3306.986999999999,4.698999999999999,0.0,0.0,5630.344,0.0,183.655,0.0,12835.36,0.0,0.0,0.0,416.683,1258.627,408.539,0.0,52086.634999999995,11608.388,296636.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,2020
