Región,sembrada,d-m-y,cosechada,produccion,rendimiento,precio
Moquegua,0,1/3/2020,211,2566.5,12163.507109004739,1.1338000389635694
Pasco,8,1/3/2020,990,19777.870000000003,19977.64646464647,0.3137155416634855
Piura,176,1/3/2020,111,2138,19261.26126126126,0.7018709073900842
Puno,0,1/3/2020,5243,75199,14342.742704558459,1.7658918336680007
San Martín,0,1/3/2020,0,0,0,0
Tacna,21,1/3/2020,106,2193,20688.67924528302,1.7119471044231647
Tumbes,0,1/3/2020,0,0,0,0
Ucayali,0,1/3/2020,0,0,0,0
Nacional,4019.5,1/3/2019,30647.8,474621.046,15486.30068063613,1.1440794929477272
Amazonas,513.5,1/3/2019,357.5,6961.850000000001,19473.7062937063,1.0351670173876195
Áncash,13,1/3/2019,1217,13561,11142.974527526705,1.0185480421797803
Apurímac,3,1/3/2019,464.5,8682.9,18693.003229278795,1.144361906736229
Arequipa,417,1/3/2019,417,12304.459000000003,29507.095923261397,1.4881617062562442
Ayacucho,7,1/3/2019,2044,35547,17390.900195694714,0.9037313978676121
Cajamarca,1552,1/3/2019,4226,57451.18,13594.69474680549,1.0152120461233345
Callao,0,1/3/2019,0,0,0,0
Cusco,0,1/3/2019,1592.5,22483.36,14118.279434850863,1.3110553226919819
Huancavelica,451,1/3/2019,3025,36661.93,12119.646280991736,0.802520543790248
Huánuco,570,1/3/2019,4344,59485,13693.600368324125,1.070009531814743
Ica,24,1/3/2019,9.3,92.77000000000001,9975.268817204302,1.2200927023822359
Junín,60,1/3/2019,2857,47437,16603.780189009452,0.9035293125619247
La Libertad,81,1/3/2019,3575,71867.8,20102.88111888112,1.2205191754861
Lambayeque,0,1/3/2019,0,0,0,0
Lima,3,1/3/2019,150,1491.1000000000001,9940.666666666668,0.745315538863926
Lima Metropolitana,0,1/3/2019,0,0,0,0
Loreto,0,1/3/2019,0,0,0,0
Madre de Dios,0,1/3/2019,0,0,0,0
Moquegua,2,1/3/2019,113,1296.708,11475.292035398232,1.40508267859842
Pasco,150,1/3/2019,1212,26227.588999999996,21639.924917491746,0.6992366968995893
Piura,156,1/3/2019,141,1397,9907.801418439716,0.6969219756621331
Puno,0,1/3/2019,4752,68790.4,14476.094276094274,1.7950160923617244
San Martín,0,1/3/2019,0,0,0,0
Tacna,17,1/3/2019,151,2882,19086.09271523179,1.500034698126301
Tumbes,0,1/3/2019,0,0,0,0
Ucayali,0,1/3/2019,0,0,0,0
Nacional,8327.5,1/4/2022,73483,1202384.997,16362.764135922593,1.3591516189718391
Amazonas,710,1/4/2022,277,5134.500000000001,18536.101083032496,1.6103982861038073
Áncash,60,1/4/2022,2424,30752,12686.468646864685,1.2315114464099894
Apurímac,22,1/4/2022,2547,51142,20079.308990969766,1.0226438152594735
Arequipa,1004,1/4/2022,495,16102.408999999998,32530.11919191919,1.0783740805490658
Ayacucho,2,1/4/2022,5471,97825,17880.643392432827,1.0857892154357272
Cajamarca,1619,1/4/2022,4145.5,59190.538,14278.262694488,1.5918797713918391
Callao,0,1/4/2022,0,0,0,0
