Región,meses,cosecha,produccion,rendimiento,precio,year
Amazonas,Oct,3965.0,35778.2,9023.505674653215,1.0199247866018972,2019
Áncash,Oct,0.0,0.0,0.0,0.0,2019
Apurímac,Oct,0.0,0.0,0.0,0.0,2019
Arequipa,Oct,0.0,0.0,0.0,0.0,2019
Ayacucho,Oct,0.0,0.0,0.0,0.0,2019
Cajamarca,Oct,1754.5,13548.300000000001,7722.0290681105735,0.9161171512293055,2019
Callao,Oct,0.0,0.0,0.0,0.0,2019
Cusco,Oct,0.0,0.0,0.0,0.0,2019
Huancavelica,Oct,0.0,0.0,0.0,0.0,2019
Huánuco,Oct,363.0,2301.0,6338.842975206612,0.8294567579313342,2019
Ica,Oct,0.0,0.0,0.0,0.0,2019
Junín,Oct,33.0,92.4,2800.0000000000005,0.8800000000000001,2019
La Libertad,Oct,0.0,0.0,0.0,0.0,2019
Lambayeque,Oct,0.0,0.0,0.0,0.0,2019
Lima,Oct,0.0,0.0,0.0,0.0,2019
Lima Metropolitana,Oct,0.0,0.0,0.0,0.0,2019
Loreto,Oct,8424.0,24951.0,2961.8945868945866,0.597955592962206,2019
Madre de Dios,Oct,64.0,380.0,5937.5,1.4605263157894737,2019
Moquegua,Oct,0.0,0.0,0.0,0.0,2019
Pasco,Oct,0.0,0.0,0.0,0.0,2019
Piura,Oct,0.0,0.0,0.0,0.0,2019
Puno,Oct,0.0,0.0,0.0,0.0,2019
San Martín,Oct,6460.0,49905.5,7725.30959752322,0.939275530753123,2019
Tacna,Oct,0.0,0.0,0.0,0.0,2019
Tumbes,Oct,0.25,1.0,4000.0,1.25,2019
Ucayali,Oct,1707.0,7830.937999999999,4587.544229642647,0.858129456522322,2019
Amazonas,Nov,3535.0,31857.36,9011.983026874115,1.0023563785574197,2019
Áncash,Nov,0.0,0.0,0.0,0.0,2019
Apurímac,Nov,0.0,0.0,0.0,0.0,2019
Arequipa,Nov,0.0,0.0,0.0,0.0,2019
Ayacucho,Nov,0.0,0.0,0.0,0.0,2019
Cajamarca,Nov,2863.9,23143.28,8081.036349034532,1.032364902468449,2019
Callao,Nov,0.0,0.0,0.0,0.0,2019
Cusco,Nov,0.0,0.0,0.0,0.0,2019
Huancavelica,Nov,0.0,0.0,0.0,0.0,2019
Huánuco,Nov,328.0,2269.0,6917.682926829269,0.9027324812692817,2019
Ica,Nov,0.0,0.0,0.0,0.0,2019
Junín,Nov,35.0,94.5,2700.0,0.9,2019
La Libertad,Nov,0.0,0.0,0.0,0.0,2019
Lambayeque,Nov,0.0,0.0,0.0,0.0,2019
Lima,Nov,0.0,0.0,0.0,0.0,2019
Lima Metropolitana,Nov,0.0,0.0,0.0,0.0,2019
Loreto,Nov,4741.0,13820.0,2914.9968361105252,0.6157952243125905,2019
Madre de Dios,Nov,44.0,263.0,5977.272727272728,1.394296577946768,2019
Moquegua,Nov,0.0,0.0,0.0,0.0,2019
Pasco,Nov,0.0,0.0,0.0,0.0,2019
Piura,Nov,275.0,2413.0,8774.545454545456,1.1839204309987568,2019
Puno,Nov,0.0,0.0,0.0,0.0,2019
San Martín,Nov,8287.0,66045.5,7969.7719319415955,0.94634819934742,2019
Tacna,Nov,0.0,0.0,0.0,0.0,2019
Tumbes,Nov,694.0,5508.16,7936.829971181556,1.1722397315982107,2019
Ucayali,Nov,2679.0,12098.490000000002,4516.047032474805,0.8361190032805743,2019
Amazonas,Dic,3218.0,28991.52,9009.173399627098,1.0617409056165388,2019
Áncash,Dic,0.0,0.0,0.0,0.0,2019
Apurímac,Dic,0.0,0.0,0.0,0.0,2019
Arequipa,Dic,0.0,0.0,0.0,0.0,2019
Ayacucho,Dic,0.0,0.0,0.0,0.0,2019
Cajamarca,Dic,3301.5,26148.779,7920.272300469483,0.9804403869106088,2019
Callao,Dic,0.0,0.0,0.0,0.0,2019
Cusco,Dic,0.0,0.0,0.0,0.0,2019
Huancavelica,Dic,0.0,0.0,0.0,0.0,2019
Huánuco,Dic,582.0,4291.0,7372.852233676976,0.7868235842460966,2019
Ica,Dic,0.0,0.0,0.0,0.0,2019
Junín,Dic,6.0,17.4,2900.0,0.9,2019
La Libertad,Dic,45.0,350.0,7777.777777777777,1.3,2019
Lambayeque,Dic,20.0,110.0,5500.0,1.0,2019
Lima,Dic,0.0,0.0,0.0,0.0,2019
Lima Metropolitana,Dic,0.0,0.0,0.0,0.0,2019
Loreto,Dic,5922.0,17522.0,2958.7977034785545,0.66559639310581,2019
Madre de Dios,Dic,65.0,272.2,4187.692307692308,1.4214915503306393,2019
Moquegua,Dic,0.0,0.0,0.0,0.0,2019
Pasco,Dic,77.0,115.5,1500.0,1.2,2019
Piura,Dic,9018.0,81078.0,8990.685296074516,1.0532425565504822,2019
Puno,Dic,0.0,0.0,0.0,0.0,2019
San Martín,Dic,9428.0,74529.1,7905.080610946118,0.97439292839978,2019
Tacna,Dic,0.0,0.0,0.0,0.0,2019
Tumbes,Dic,5507.1,47738.21,8668.484320241143,1.1738730672976636,2019
Ucayali,Dic,1250.0,4944.76,3955.808,0.8996821685986786,2019
