Región,Acelga,Ají,Ajo ,Albahaca,Apio,Arracacha,Arroz cáscara,Arveja grano seco,Arveja grano verde,Avena grano,Betarraga,Brócoli,Caigua,Calabaza,Camote,Cañihua,Cebada grano,Cebolla cabeza,Cebolla    china,Col ,Coliflor,Espinaca,Fresa,Frijol castilla,Frijol seco,Frijol verde,Frijol loctao,Garbanzo,Haba seca,Haba verde,Kiwicha,Lechuga,Lenteja,Maca,Maíz a. duro,Maíz amiláceo,Maíz choclo,Maíz morado,Maní,Mashua,Melón,Nabo,Oca,Olluco,Pallar seco,Pallar verde,Papa,Páprika,Pepinillo ,Pepino,Pimiento,Piquillo,Pituca,Poro,Quinua,Rabanito,Sandía,Sorgo grano,Soya,Tarhui,Tomate,Trigo,Vainita,Yuca,Zanahoria,Zapallo,Zarandaja,Aceituna,Achiote,Anona,Cacao,Café pergamino,Caimito,Camu camu,Capuli,Carambola,Cerezo,Chirimoya,Cirolero,Ciruela,Coco,Cocona,Damasco,Dátil,Granada,Guanabana,Guayaba,Guinda,Higo,Lima,Limón dulce ,Limón sutíl,Lucuma,Mamey,Mandarina,Mango,Manzana,Marañón,Melocotón,Membrillo,Naranja,Nispero,Pacae ,Palma aceitera,Palta,Pecana,Pera,Pijuayo,Pomarrosa,Sacha inchi,Sauco,Tamarindo,Tangelo,Taperibá,Té,Toronja,Uva,Zapote,Alcachofa,Algodón rama,Arandanos,Caña para alcohol,Caña para azúcar,Caña para etanol,Espárrago,Frijol de palo,Granadilla,Maracuyá ,Orégano,Papaya,Piña,Plátano,Rocoto,Tuna,Alfalfa,Avena forrajera,Braquearia,Cebada forrajera,Grama azul,Grama chilena,Gramalote,Maíz chala,Pasto elefante,Rye grass,Trebol
Ica,39.21,5817.33,0.0,312.59999999999997,0.0,0.0,0.0,0.0,351.77000000000004,0.0,249.15,0.0,0.0,0.0,26982.37,0.0,172.56,92827.31000000001,99.8,0.0,0.0,167.5,0.0,769.8100000000001,538.03,62.94,0.0,55.81999999999999,0.0,0.0,0.0,407.2,0.0,0.0,164894.11000000002,250.33999999999997,17420.73,416.57,1.42,0.0,3738.8499999999995,172.54999999999998,0.0,12.52,3255.7400000000002,52.25,123051.02,3800.2700000000004,252.58,357.5,363.6,0,0.0,0.0,24.459999999999997,6.12,24023.309999999998,0.0,0.0,0.0,100305.47999999998,65.48,0.0,10335.39,116.58,32303.75,0.0,5905.099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.93,0.0,1302.73,0.0,0.0,0.0,481.01000000000005,62843.41999999999,264.5,5.1,0.0,807.8299999999999,7.62,0.0,1585.22,2042.79,0.0,217968.77000000002,7186.4,1300.53,0.0,616.88,190.4,32652.02,0.0,738.2000000000002,0.0,94366.03000000001,4745.060000000001,76.26,0.0,0.0,0.0,0.0,0.0,24506.43,0.0,0.0,721.8,439751.92000000004,0.0,25287.8,16307.82,23667.3,0.0,0.0,0.0,184063.68000000002,0.0,41.55,210.7,0.0,614.77,0.0,2654.85,0.0,955.3299999999999,150555.88,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junín,1174.9,1313.0,4840.499999999999,0.0,2265.2,0.0,1028.6999999999998,1405.43,33263.0,679.5999999999999,1478.1,4154.400000000001,976.9999999999999,389.6,0.0,0.0,20688.939999999995,3508.6000000000004,0.0,2404.1000000000004,1052.1999999999998,16876.8,0.0,0.0,3921.1,0.0,100.1,0.0,3367.16,23378.499999999993,0.0,10590.0,0.0,10791.8,26005.65,13127.51,102965.0,15.5,259.79999999999995,3602.3999999999996,0.0,763.7,4161.62,19402.6,0.0,0.0,432447.64999999997,0.0,0.0,0.0,0.0,0,0.0,769.3,6196.199999999999,851.8,0.0,0.0,60.349999999999994,905.22,98.0,7239.830000000001,0.0,130691.75000000001,24944.100000000002,2805.7,0.0,0.0,320.89700000000005,414.52000000000004,31860.048000000003,65951.49799999999,62.769999999999996,0.0,0.0,2441.5499999999993,0.0,696.85,80.40000000000002,0.0,518.459,241.19,0.0,0.0,0.0,6230.539000000001,86.80000000000001,479.8,0.0,759.1,3517.4,3476.569,180.00000000000003,0.0,60363.79899999999,2029.5,131.70000000000002,38.519999999999996,329.79999999999995,0.0,303189.785,43.6,833.529,0.0,61423.270000000004,0.0,51.800000000000004,0.0,0.0,483.039,86.2,0.0,42649.76,0.0,0.0,660.8499999999999,0.0,832.0000000000001,3993.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9165.51,2899.859,67.15,13550.609999999999,443169.9,218824.36000000002,4157.39,166.89999999999998,146922.94999999998,5626.0,123605.35,1000,0.0,0.0,0.0,0.0,93990.98,223746.289,51348.07
La Libertad,228.5,4119.65,1468.6,0.0,2175.05,0.0,309348.9,10839.35,5131.85,0.0,745.9499999999999,5511.0,19.6,0.0,5198.45,0.0,64254.0,30594.199999999997,4866.239,2468.9880000000003,220.0,748.0,1990.5,458.19,3603.82,0.0,3225.6,24.0,6470.4400000000005,1332.1,56.5,2160.4400000000005,1864.8600000000006,0.0,112544.179,26746.35,12234.3,511.59999999999997,20.0,85.6,660.0,79.95,7756.5,11483.0,81.0,0.0,580748.3999999999,721.5,11766.45,1314.0,22570.0,6650,0.0,1444.0,1485.8999999999999,498.85,19619.6,0.0,0.0,5546.9,9192.3,72000.55,304.84999999999997,17558.7,7337.2,12696.699999999999,246.85999999999999,650.7,1.6500000000000001,0.0,33.247,199.909,0.0,0.0,62.219,0.0,2.64,201.71,0.0,459.087,0.0,0.0,0.0,0.0,558.02,521.95,17.367,0.0,16.38,2105.327,0.0,262.339,660.718,169.66,9533.85,4282.493000000001,561.227,0.0,82.498,972.8699999999999,1526.091,16.59,298.1,0.0,254961.604,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51183.528999999995,0.0,18864.07,0.0,161598.96,0.0,4780793.3406424,0.0,147118.02000000002,113.26,3024.188,19441.700000000004,0.0,1955.08,20623.55,13750.934,231.55000000000004,729.7679999999999,216275.32800000007,1189.0,0.0,90,0.0,0.0,0.0,3482.0,11014.29,0.0,3047.5699999999997
Lambayeque,0.0,0.0,0.0,0.0,0.0,0.0,440156.2,413.40000000000003,3924.5,0.0,60.0,0.0,86.0,0.0,29205.6,0.0,48.0,20372.0,10.0,323.0,0.0,0.0,0.0,463.0,768.2,0.0,1874.0,282.0,105.0,0.0,0.0,24.0,0.0,0.0,69994.73999999999,1862.0,21909.0,0.0,0.0,0.0,1871.0,0.0,40.0,586.0,1656.5,0.0,2992.0,1297.0,2321.0,250.0,26794.0,16000,0.0,0.0,92.0,0.0,3242.0,0.0,0.0,0.0,2462.0,1276.85,0.0,11041.5,457.0,1500.0,3136.0,0.0,0.0,0.0,38.0,2690.7,0.0,0.0,0.0,0.0,0.0,107.0,0.0,177.0,14.8,0.0,0.0,0.0,1340.0,15.0,0.0,0.0,0.0,446.0,7.0,37106.0,6.0,345.0,0.0,57384.9,0.0,0.0,0.0,0.0,1840.0,0.0,705.0,0.0,126585.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,42090.0,0.0,0.0,3430.5,66645.0,5476.0,2160117.537122615,0.0,16883.0,546.6,299.0,12801.0,0.0,886.0,0.0,12733.0,0.0,3.0,51899.6,0.0,0.0,0,0.0,0.0,0.0,1698.0,0.0,0.0,0.0
Lima,0.0,8298.1,15834.800000000001,0.0,7368.699999999999,0.0,0.0,34.7,3103.4190000000003,0.0,18681.899999999998,14145.3,557.3,0.0,135122.6,0.0,356.01,12986.4,15093.400000000001,2961.8,8924.3,917.6999999999999,40279.299999999996,2945.2,2692.5,2376.3999999999996,0.0,0.0,205.97,1663.1999999999998,0.0,21818.4,0.0,0.0,143526.25,981.48,50905.560000000005,6702.5,183.5,0.0,9497.3,5.6,168.1,542.9200000000001,11.5,1564.0,160691.28900000002,12468.899999999998,16052.0,6905.4,4004.5,0,0.0,2950.4000000000005,0.0,0.0,13905.4,0.0,0.0,0.0,22864.499999999996,263.02000000000004,12123.650000000001,33938.0,59849.1,13816.599999999999,0.0,910.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10399.0,144.8,435.2,0.0,0.0,444.5,0.0,2213.5,530.2,75.3,0.0,560.0,25.7,0.0,53.4,5451.3,0.0,308887.30000000005,5922.1,118333.6,0.0,31211.5,1332.8,35964.59999999999,1452.4,23.700000000000003,0.0,127351.70000000001,1091.9,2094.7,0.0,0.0,0.0,0.0,0.0,10984.800000000001,0.0,0.0,299.5,72611.1,0.0,3473.0,2501.52,18463.2,0.0,1457725.7200000002,0.0,14835.399999999998,30.0,4615.6,38463.100000000006,0.0,430.6,0.0,3308.4,21.6,2234.2000000000003,93965.268,0.0,0.0,0,0.0,0.0,0.0,12052.2,0.0,143.0,0.0
Lima Metropolitana,2125.748,4845.250000000001,112.25,3761.2519999999995,9645.87,0.0,0.0,0.0,234.659,0.0,12684.749,10407.799,35.0,0.0,4749.1,0.0,31.08,3851.7499999999995,7432.227000000001,3141.7700000000004,544.327,6372.39,1835.61,0.0,197.49,0.0,0.0,0.0,0.0,15.3,0.0,16057.719,0.0,0.0,231.25000000000003,6.61,795.22,0.0,0.0,0.0,0.0,4102.700000000001,0.0,0.0,0.0,0.0,1082.5,0.0,3159.67,0.0,983.7349999999999,0,0.0,6577.279,8.628,11499.439000000002,0.0,0.0,0.0,0.0,1624.0899999999997,31.189999999999998,389.689,349.25,91.99000000000001,1066.2199999999998,0.0,369.55999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,15.600000000000001,0.0,0.0,0.0,2504.369,0.0,8818.51,22.0,948.3399999999999,0.0,81.2,144.5,6.0,0.0,0.0,0.0,1383.48,25.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.40000000000003,0.0,0.0,9.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,0.0,0.0,0.0,278.9,0.0,694.0,985.0,0.0,0.0,0,0.0,0.0,0.0,1067.0,97.0,0.0,0.0
Loreto,0.0,741.0,0.0,0.0,0.0,0.0,108073.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,491.0,282.0,0.0,0.0,0.0,6618.0,5069.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,110061.0,0.0,17617.0,0.0,1444.0,0.0,4020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14670.0,0.0,0.0,0.0,1484.0,0.0,0.0,501277.0,0.0,2488.0,0.0,0.0,89.0,607.0,1096.6,194.7,1194.0,12522.0,0.0,1890.0,0.0,0.0,0.0,0.0,9685.0,4919.0,0.0,0.0,0.0,465.0,1172.0,0.0,0.0,143.0,219.0,11360.0,138.0,0.0,2773.0,1281.0,0.0,604.0,0.0,0.0,3602.0,0.0,2999.0,209379.0,3620.0,0.0,0.0,20562.0,554.0,441.0,0.0,0.0,0.0,1062.0,0.0,3550.0,0.0,1635.0,0.0,0.0,0.0,168650.0,0.0,0.0,0.0,0.0,201.0,414.0,0.0,16436.0,18329.0,274056.0,0.0,0.0,0.0,0.0,47813.0,0,0.0,0.0,0.0,0.0,19085.0,0.0,0.0
Madre de Dios,0.0,0.0,0.0,0.0,0.0,0.0,7607.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.86999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,33960.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0,0.0,0.0,0.0,0.0,650.1,0.0,0.0,0.0,39.0,0.0,0.0,23720.0,0.0,0.0,0.0,0.0,29.93,0.0,1485.02,18.24,64.84,80.5,0.0,165.90000000000003,0.0,0.0,0.0,0.0,900.8,486.49999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.1,0.0,771.4999999999999,0.0,0.0,619.6,314.6,0.0,7.95,0.0,0.0,1481.45,0.0,0.0,0.0,610.8,0.0,0.0,277.59999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13409.4,6083.9,36080.0,0.0,0.0,0.0,0.0,964289.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moquegua,0.0,0.0,261.90900000000005,0.0,0.0,68.41300000000001,0.0,0.0,196.81,0.0,0.0,0.0,0.0,0.0,8.2,0.0,168.126,2860.0,0.0,0.0,0.0,0.0,7.1,0.0,59.879000000000005,0.0,0.0,0.0,142.78,310.873,0.0,206.3,0.0,0.0,254.65,851.81,1086.63,275.55,0.0,64.8,0.0,0.0,173.65,61.9,0.0,0.0,7119.021999999999,0.0,0.0,0.0,0.0,0,0.0,0.0,36.949999999999996,0.0,975.0,0.0,0.0,0.0,280.709,69.334,313.44999999999993,0.0,376.1,1971.6599999999999,0.0,684.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.58000000000004,98.7,0.0,0.0,0.0,134.64999999999998,0.0,25.9,0.0,39.5,0.0,105.38,1344.235,0.0,64.21,61.260000000000005,0.0,6.1,78.05,511.9799999999999,0.0,151.85999999999999,143.92000000000002,68.2,19.8,113.351,0.0,9152.955999999998,0.0,174.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6728.9490000000005,0.0,0.0,0.0,635.81,0.0,0.0,0.0,0.0,0.0,0.0,10.7,1690.239,84.6,0.0,1.5,0.0,3870.377,729335.438,35.0,0.0,0,0.0,0.0,0.0,120.0,0.0,0.0,0.0
Pasco,0.0,4873.938,9.600000000000001,0.0,0.0,0.0,2035.8199999999997,103.36800000000002,2699.9,0.0,0.0,0.0,5527.9400000000005,3149.54,0.0,0.0,276.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.0690000000004,0.0,0.0,0.0,907.95,2767.05,0.0,0.0,0.0,1282.21,8995.006000000001,2557.409,11814.150000000001,0.0,0.0,20.0,0.0,0.0,5150.649,7246.07,0.0,0.0,153292.46199999997,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.3,0.0,69536.97000000002,668.517,13742.069000000001,0.0,0.0,3315.9190000000003,0.0,4857.685,15812.859,0.0,0.0,0.0,0.0,0.0,77.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7400000000000001,0.0,100.0,38.84,0.0,204.0,84.0,0.0,0.0,0.0,0.0,592.2,0.0,0.0,0.0,6088.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0.0,0.0,0.0,24849.548000000003,0.0,0.0,1941.5870000000004,519.61,87392.917,43383.539000000004,10.27,7044.468,175.0,1099338.128,16,0.0,0.0,0.0,0.0,0.0,11363.108000000002,5033.987000000001
Piura,0.0,0.0,283.0,0.0,0.0,0.0,482421.0,3908.0,1458.0,0.0,0.0,0.0,0.0,0.0,12343.0,0.0,303.0,5141.0,0.0,0.0,0.0,0.0,0.0,5124.0,4104.0,0.0,1297.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,109403.0,14123.0,2443.0,0.0,501.0,0.0,1369.0,0.0,1462.0,1145.0,0.0,0.0,19452.0,2315.0,0.0,0.0,11680.0,17124,0.0,0.0,0.0,0.0,10154.0,0.0,868.0,0.0,2199.0,11125.0,0.0,8530.0,936.0,0.0,0.0,0.0,0.0,0.0,2177.0,5662.0,0.0,0.0,0.0,0.0,0.0,1453.0,0.0,299.0,5577.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,204152.5,312.0,28.0,0.0,354382.0,0.0,0.0,0.0,0.0,2182.0,0.0,0.0,0.0,5346.0,0.0,0.0,0.0,0.0,0.0,0.0,1338.0,0.0,6087.0,0.0,0.0,262252.2785333333,0.0,0.0,12933.0,8144.0,93281.0,301426.357,1739884.6030000001,0.0,690.0,687.0,10772.0,0.0,2860.0,0.0,410605.0,0.0,0.0,5681.0,0.0,0.0,0,0.0,0.0,0.0,0.0,60483.8,0.0,0.0
