Región,Año,Cultivo,rendimiento,siembras,cosecha,precio,produccion
Lima,2022,Frijol loctao,0.0,0.0,0.0,0.0,0.0
Lima Metropolitana,2022,Frijol loctao,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Frijol loctao,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Frijol loctao,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Frijol loctao,0.0,0.0,0.0,0.0,0.0
Pasco,2022,Frijol loctao,0.0,0.0,0.0,0.0,0.0
Piura,2022,Frijol loctao,1852.857142857143,750.0,700.0,4.309560524286816,1297.0
Puno,2022,Frijol loctao,0.0,34.0,675.0,0.0,0.0
San Martín,2022,Frijol loctao,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Frijol loctao,0.0,13.0,0.0,0.0,0.0
Tumbes,2022,Frijol loctao,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Frijol loctao,0.0,0.0,0.0,0.0,0.0
Amazonas,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Áncash,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Apurímac,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Arequipa,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Ayacucho,2022,Garbanzo,1833.3333333333333,24.0,24.0,2.9477272727272723,44.0
Cajamarca,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Callao,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Huancavelica,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Huánuco,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Ica,2022,Garbanzo,1268.6363636363635,44.0,44.0,5.821927624507345,55.81999999999999
Junín,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
La Libertad,2022,Garbanzo,1500.0,101.0,16.0,4.0,24.0
Lambayeque,2022,Garbanzo,1064.1509433962265,250.0,265.0,4.199113475177305,282.0
Lima,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Lima Metropolitana,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Pasco,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Piura,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Puno,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
San Martín,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Tumbes,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Garbanzo,0.0,0.0,0.0,0.0,0.0
Amazonas,2022,Haba seca,843.9814814814815,108.0,108.0,3.64697202413604,91.15
Áncash,2022,Haba seca,1032.3489932885905,745.0,745.0,4.054271226108439,769.0999999999999
Apurímac,2022,Haba seca,2360.5351307189544,5013.0,4896.0,2.551079069461581,11557.18
Arequipa,2022,Haba seca,2175.082417582418,366.0,364.0,3.53922012554785,791.7300000000001
Ayacucho,2022,Haba seca,1462.5445897740783,7318.0,6728.0,2.48128150406504,9840.0
Cajamarca,2022,Haba seca,997.2397830974738,3768.5,3780.5,3.225892444825221,3770.065
Callao,2022,Haba seca,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Haba seca,2274.0361757105943,9521.0,9675.0,2.6453088226604797,22001.3
Huancavelica,2022,Haba seca,1573.8505747126435,6458.0,6438.0,2.3091382143509223,10132.45
Huánuco,2022,Haba seca,1307.642487046632,3179.0,3088.0,3.2511503219415543,4038.0
Ica,2022,Haba seca,0.0,0.0,0.0,0.0,0.0
Junín,2022,Haba seca,2259.8389261744965,1490.0,1490.0,2.844397949607384,3367.16
La Libertad,2022,Haba seca,1328.2233398337269,4871.5,4871.5,3.099878679038829,6470.4400000000005
Lambayeque,2022,Haba seca,807.6923076923077,100.0,130.0,2.223809523809524,105.0
Lima,2022,Haba seca,1889.633027522936,110.0,109.0,2.2690731659950485,205.97
Lima Metropolitana,2022,Haba seca,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Haba seca,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Haba seca,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Haba seca,1263.5398230088497,111.0,113.0,3.572033898305085,142.78
Pasco,2022,Haba seca,1533.6993243243244,592.0,592.0,2.528023569579823,907.95
Piura,2022,Haba seca,729.8747763864043,563.0,559.0,2.559117647058823,408.0
Puno,2022,Haba seca,1285.247187532253,9778.0,9689.0,2.611303036435295,12452.76
San Martín,2022,Haba seca,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Haba seca,0.0,0.0,0.0,0.0,0.0
Tumbes,2022,Haba seca,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Haba seca,0.0,0.0,0.0,0.0,0.0
Amazonas,2022,Haba verde,2422.377622377622,153.0,143.0,2.5148758660508084,346.4
Áncash,2022,Haba verde,3700.425531914894,100.0,94.0,1.0568077276908925,347.84000000000003
Apurímac,2022,Haba verde,4207.778738115817,1174.0,1157.0,1.5969517706022514,4868.4
Arequipa,2022,Haba verde,7325.989758595464,1246.0,1367.0,1.1475370428137723,10014.628
Ayacucho,2022,Haba verde,3263.8248847926266,1751.0,1736.0,1.763355100600071,5666.0
Cajamarca,2022,Haba verde,2627.9439847231065,1523.0,1571.0,2.30098825239191,4128.5
Callao,2022,Haba verde,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Haba verde,7264.380952380953,855.0,735.0,1.408070784294629,5339.320000000001
Huancavelica,2022,Haba verde,5609.9589322381935,1495.0,1461.0,1.38607821965191,8196.15
Huánuco,2022,Haba verde,9158.544108574952,807.5,810.5,0.8724599218644751,7423.0
Ica,2022,Haba verde,0.0,0.0,0.0,0.0,0.0
Junín,2022,Haba verde,7987.1882473522355,2992.0,2927.0,0.9816991252646664,23378.499999999996
La Libertad,2022,Haba verde,3964.583333333333,337.0,336.0,1.3070490203438183,1332.1
Lambayeque,2022,Haba verde,0.0,0.0,0.0,0.0,0.0
Lima,2022,Haba verde,4758.798283261802,350.5,349.5,1.5779822029822033,1663.1999999999998
Lima Metropolitana,2022,Haba verde,5100.000000000001,3.0,3.0,1.45,15.3
Loreto,2022,Haba verde,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Haba verde,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Haba verde,4441.0428571428565,59.0,70.0,2.3246599093520506,310.873
Pasco,2022,Haba verde,7729.189944134078,358.0,358.0,0.8950902585786307,2767.05
Piura,2022,Haba verde,0.0,50.0,0.0,0.0,0.0
Puno,2022,Haba verde,6236.760563380282,710.0,710.0,2.277602131839841,4428.1
San Martín,2022,Haba verde,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Haba verde,7130.841121495327,109.0,107.0,1.8228047182175624,763.0
Tumbes,2022,Haba verde,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Haba verde,0.0,0.0,0.0,0.0,0.0
Amazonas,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Áncash,2022,Kiwicha,1633.3333333333333,95.0,90.0,6.763945578231292,147.0
Apurímac,2022,Kiwicha,2555.0424128180966,2122.0,2122.0,3.968309417536612,5421.8
Arequipa,2022,Kiwicha,2988.0952380952385,65.0,63.0,3.556972111553785,188.25000000000003
Ayacucho,2022,Kiwicha,957.4468085106384,47.0,47.0,4.086666666666667,45.0
Cajamarca,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Callao,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Kiwicha,2116.2679425837323,418.0,418.0,3.964661994121637,884.6
Huancavelica,2022,Kiwicha,900.0,3.0,3.0,4.111111111111111,2.7
Huánuco,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Ica,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Junín,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
La Libertad,2022,Kiwicha,1202.127659574468,47.0,47.0,5.209362831858408,56.5
Lambayeque,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Lima,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Lima Metropolitana,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Pasco,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Piura,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Puno,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
San Martín,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Tumbes,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Kiwicha,0.0,0.0,0.0,0.0,0.0
Amazonas,2022,Lechuga,4999.35294117647,169.5,170.0,1.1916077374719083,849.89
Áncash,2022,Lechuga,13496.309963099631,507.0,542.0,0.6452973342447026,7315.0
Apurímac,2022,Lechuga,3156.068094453597,99.05,91.05,0.9523176503340758,287.36
Arequipa,2022,Lechuga,16900.226666666666,233.0,225.0,0.8617970935827027,3802.551
Ayacucho,2022,Lechuga,9319.444444444443,65.0,72.0,1.0025633383010433,671.0
Cajamarca,2022,Lechuga,5582.278481012658,3.95,3.95,0.7321088435374148,22.05
Callao,2022,Lechuga,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Lechuga,13016.666666666668,100.0,120.0,1.3143405889884765,1562.0
Huancavelica,2022,Lechuga,0.0,0.0,0.0,0.0,0.0
Huánuco,2022,Lechuga,11150.0,20.0,20.0,1.3246636771300448,223.0
Ica,2022,Lechuga,6313.178294573643,60.4,64.5,1.1571954813359526,407.2
Junín,2022,Lechuga,25154.39429928741,433.0,421.0,1.924577431539188,10590.0
La Libertad,2022,Lechuga,23741.098901098907,99.5,91.0,1.820272490788913,2160.4400000000005
Lambayeque,2022,Lechuga,8000.0,3.0,3.0,1.3500000000000003,24.0
Lima,2022,Lechuga,7803.433476394851,2578.0,2796.0,2.054619495471712,21818.4
Lima Metropolitana,2022,Lechuga,18042.380898876403,920.0,890.0,1.0698198760359423,16057.719
Loreto,2022,Lechuga,4323.529411764705,68.0,68.0,0.5219727891156463,294.0
Madre de Dios,2022,Lechuga,3150.0,2.0,2.0,1.0,6.3
Moquegua,2022,Lechuga,22922.222222222223,11.0,9.0,1.4999999999999998,206.3
Pasco,2022,Lechuga,0.0,0.0,0.0,0.0,0.0
Piura,2022,Lechuga,0.0,0.0,0.0,0.0,0.0
Puno,2022,Lechuga,4680.0,5.0,5.0,1.4923076923076926,23.4
San Martín,2022,Lechuga,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Lechuga,21652.631578947367,96.0,95.0,1.6654350996596985,2057.0
Tumbes,2022,Lechuga,5432.475247524752,5.95,5.05,3.087482685718452,27.434
Ucayali,2022,Lechuga,3136.0000000000005,10.0,9.0,0.9048823696145124,28.224000000000004
Amazonas,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Áncash,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Apurímac,2022,Lenteja,2000.0,19.0,19.0,3.4631578947368418,38.0
Arequipa,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Ayacucho,2022,Lenteja,1000.0,2.0,2.0,4.5,2.0
Cajamarca,2022,Lenteja,676.4877408056043,1062.0,1142.0,4.2480291864982025,772.5490000000001
Callao,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Huancavelica,2022,Lenteja,1080.0,10.0,10.0,3.87037037037037,10.8
Huánuco,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Ica,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Junín,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
La Libertad,2022,Lenteja,1081.7053364269143,1724.0,1724.0,4.367143914288472,1864.8600000000008
Lambayeque,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Lima,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Lima Metropolitana,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Pasco,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Piura,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Puno,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
San Martín,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Tumbes,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Lenteja,0.0,0.0,0.0,0.0,0.0
Amazonas,2022,Maca,0.0,0.0,0.0,0.0,0.0
Áncash,2022,Maca,0.0,0.0,0.0,0.0,0.0
Apurímac,2022,Maca,0.0,0.0,0.0,0.0,0.0
Arequipa,2022,Maca,0.0,0.0,0.0,0.0,0.0
Ayacucho,2022,Maca,0.0,0.0,0.0,0.0,0.0
Cajamarca,2022,Maca,0.0,0.0,0.0,0.0,0.0
Callao,2022,Maca,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Maca,0.0,0.0,0.0,0.0,0.0
Huancavelica,2022,Maca,6784.444444444444,293.0,270.0,3.410961895403428,1831.8
Huánuco,2022,Maca,0.0,0.0,0.0,0.0,0.0
Ica,2022,Maca,0.0,0.0,0.0,0.0,0.0
Junín,2022,Maca,5887.506819421713,1853.0,1833.0,2.9512305639467007,10791.8
La Libertad,2022,Maca,0.0,0.0,0.0,0.0,0.0
Lambayeque,2022,Maca,0.0,0.0,0.0,0.0,0.0
Lima,2022,Maca,0.0,0.0,0.0,0.0,0.0
Lima Metropolitana,2022,Maca,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Maca,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Maca,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Maca,0.0,0.0,0.0,0.0,0.0
Pasco,2022,Maca,4587.513416815742,339.0,279.5,2.9166322209310485,1282.21
Piura,2022,Maca,0.0,0.0,0.0,0.0,0.0
Puno,2022,Maca,3740.0,90.0,90.0,2.5,336.6
San Martín,2022,Maca,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Maca,0.0,0.0,0.0,0.0,0.0
Tumbes,2022,Maca,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Maca,0.0,0.0,0.0,0.0,0.0
Amazonas,2022,Maíz a. duro,2518.3657554922024,11944.0,11926.0,1.3455285554419438,30034.03000000001
Áncash,2022,Maíz a. duro,10320.558586886156,10762.0,10813.0,1.5189792304755896,111596.2
Apurímac,2022,Maíz a. duro,4605.317982456141,1766.0,1824.0,1.327893715551005,8400.1
Arequipa,2022,Maíz a. duro,8078.177966101694,235.0,236.0,1.5486710902462697,1906.45
Ayacucho,2022,Maíz a. duro,2416.393442622951,786.0,610.0,1.6651831750339212,1474.0
Cajamarca,2022,Maíz a. duro,3718.170350314952,17831.0,18098.0,1.2663142568475307,67291.447
Callao,2022,Maíz a. duro,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Maíz a. duro,1646.0051918084798,4225.0,3467.0,1.8909229502164124,5706.7
Huancavelica,2022,Maíz a. duro,1616.7874396135269,417.0,414.0,1.6205871367744824,669.35
Huánuco,2022,Maíz a. duro,3948.1879267075046,9384.25,9264.25,1.3383637531782266,36577.0
Ica,2022,Maíz a. duro,9113.69645719339,17915.0,18093.0,1.536546511576429,164894.11000000002
Junín,2022,Maíz a. duro,4033.659781981524,6488.0,6447.16,1.6232064955115522,26005.65
La Libertad,2022,Maíz a. duro,8759.324356928826,12907.0,12848.5,1.5359805343641983,112544.179
Lambayeque,2022,Maíz a. duro,6716.700892428749,10841.0,10421.0,1.4520718756866589,69994.73999999999
Lima,2022,Maíz a. duro,10001.1323252735,14377.5,14351.0,1.4353863840238283,143526.25
Lima Metropolitana,2022,Maíz a. duro,8258.928571428572,28.0,28.0,1.011457297297297,231.25000000000003
Loreto,2022,Maíz a. duro,2909.2807485924245,37878.0,37831.0,0.8140226783329246,110061.0
Madre de Dios,2022,Maíz a. duro,4148.088432881398,8422.0,8187.0,1.47943192659686,33960.4
Moquegua,2022,Maíz a. duro,3105.487804878049,74.0,82.0,1.4305713724720202,254.65
Pasco,2022,Maíz a. duro,2057.882864333105,4187.0,4371.0,1.988419533016432,8995.006000000001
Piura,2022,Maíz a. duro,4405.371667874688,21167.0,24834.0,1.6178113945687045,109403.0
Puno,2022,Maíz a. duro,1680.0326663944466,2449.0,2449.0,2.1459240715535683,4114.4
San Martín,2022,Maíz a. duro,3151.983927674536,55384.0,55748.0,1.214510735456143,175716.8
Tacna,2022,Maíz a. duro,0.0,0.0,0.0,0.0,0.0
Tumbes,2022,Maíz a. duro,3461.711079943899,586.9,570.4,1.4881517907787052,1974.56
Ucayali,2022,Maíz a. duro,3253.438526790508,8674.0,9313.0,1.3624194877547064,30299.273
Amazonas,2022,Maíz amiláceo,941.5136771542868,9282.0,9249.0,2.7476470649030893,8708.06
Áncash,2022,Maíz amiláceo,1336.926605504587,6522.0,6540.0,4.757552467547321,8743.5
Apurímac,2022,Maíz amiláceo,2573.7605987195016,23476.0,23116.0,3.7249334188306418,59495.05
Arequipa,2022,Maíz amiláceo,2913.373786407767,2473.0,2472.0,4.130980343966698,7201.86
Ayacucho,2022,Maíz amiláceo,1673.562245383842,20258.0,18901.0,2.9223523646939804,31632.0
Cajamarca,2022,Maíz amiláceo,1011.0611733573558,36745.0,35522.0,3.5331995077810987,35914.91499999999
Callao,2022,Maíz amiláceo,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Maíz amiláceo,2957.5448347413667,28181.0,26988.0,3.8804526836103337,79818.22
Huancavelica,2022,Maíz amiláceo,1948.7278356318604,17999.0,17765.0,3.678101859808805,34619.15
Huánuco,2022,Maíz amiláceo,1327.343122214917,13680.0,13689.0,3.746375674188222,18170.0
Ica,2022,Maíz amiláceo,3654.5985401459848,68.5,68.5,2.1791483582328035,250.34
Junín,2022,Maíz amiláceo,2005.76173814726,6561.0,6544.9,3.378951834734842,13127.51
La Libertad,2022,Maíz amiláceo,1800.434182625963,14855.5,14855.5,3.315542793689607,26746.35
Lambayeque,2022,Maíz amiláceo,2092.1348314606744,675.0,890.0,2.4581632653061227,1862.0
Lima,2022,Maíz amiláceo,2631.313672922252,389.0,373.0,2.851672983657334,981.48
Lima Metropolitana,2022,Maíz amiláceo,3305.0,4.0,2.0,3.8,6.61
Loreto,2022,Maíz amiláceo,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Maíz amiláceo,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Maíz amiláceo,1288.668683812405,665.0,661.0,4.52703267160517,851.81
Pasco,2022,Maíz amiláceo,1525.9003579952268,1676.0,1676.0,3.6214706368828753,2557.409
Piura,2022,Maíz amiláceo,1020.005777841976,14536.0,13846.0,1.9319252283509167,14123.0
Puno,2022,Maíz amiláceo,1663.3005580653737,3763.0,3763.0,2.451413963891996,6259.0
San Martín,2022,Maíz amiláceo,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Maíz amiláceo,2797.3856209150326,775.0,765.0,5.1152803738317765,2140.0
Tumbes,2022,Maíz amiláceo,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Maíz amiláceo,0.0,0.0,0.0,0.0,0.0
Amazonas,2022,Maíz choclo,5605.728676964405,1518.0,1489.0,2.456277577504544,8346.93
Áncash,2022,Maíz choclo,15868.260205195373,4465.0,4581.0,1.292942875812498,72692.5
Apurímac,2022,Maíz choclo,10337.018680899731,4541.5,3934.5,1.0462577758107745,40671.0
Arequipa,2022,Maíz choclo,15605.86676286676,2079.0,2079.0,1.6423222763408032,32444.596999999994
Ayacucho,2022,Maíz choclo,6103.182751540041,1949.0,1948.0,1.488608798048617,11889.0
Cajamarca,2022,Maíz choclo,2581.7979071979703,9475.0,9461.0,2.1032078010708912,24426.39
Callao,2022,Maíz choclo,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Maíz choclo,17550.380824372758,1521.0,2232.0,1.171166406492318,39172.45
Huancavelica,2022,Maíz choclo,10168.526315789475,973.0,950.0,1.4679956729226409,9660.1
Huánuco,2022,Maíz choclo,8708.685293480616,1148.25,1154.25,2.1343772383605253,10052.0
Ica,2022,Maíz choclo,16250.680970149257,1087.0,1072.0,1.618864594078434,17420.73
Junín,2022,Maíz choclo,13858.00807537012,7410.0,7430.0,1.2753807118923906,102965.0
La Libertad,2022,Maíz choclo,12580.25706940874,974.0,972.5,2.0164954267918884,12234.3
Lambayeque,2022,Maíz choclo,7717.153927439239,3026.0,2839.0,1.9929586014879728,21909.0
Lima,2022,Maíz choclo,16048.411097099624,2972.0,3172.0,1.3497168089301053,50905.560000000005
Lima Metropolitana,2022,Maíz choclo,13036.393442622952,61.0,61.0,1.562081436583587,795.22
Loreto,2022,Maíz choclo,4197.522039552061,4150.0,4197.0,0.4282692853493784,17617.0
Madre de Dios,2022,Maíz choclo,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Maíz choclo,23119.78723404256,46.0,47.0,1.5777394329256509,1086.63
Pasco,2022,Maíz choclo,13244.56278026906,897.0,892.0,0.8633750206320387,11814.15
Piura,2022,Maíz choclo,5915.254237288136,256.0,413.0,1.3115923045435938,2443.0
Puno,2022,Maíz choclo,0.0,0.0,0.0,0.0,0.0
San Martín,2022,Maíz choclo,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Maíz choclo,12433.823529411764,141.0,136.0,3.484878769958605,1691.0
Tumbes,2022,Maíz choclo,7979.058936887748,330.35,311.35,1.333498840710387,2484.28
Ucayali,2022,Maíz choclo,0.0,0.0,0.0,0.0,0.0
Amazonas,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Áncash,2022,Maíz morado,5308.196721311475,305.0,305.0,1.407844348363187,1619.0
Apurímac,2022,Maíz morado,3843.75,22.0,32.0,1.5284552845528456,123.0
Arequipa,2022,Maíz morado,4629.116788321167,282.0,274.0,1.991829091958391,1268.378
Ayacucho,2022,Maíz morado,5475.972540045766,874.0,874.0,2.335645633096532,4786.0
Cajamarca,2022,Maíz morado,3988.337874659401,720.0,734.0,1.6458222884158171,2927.4400000000005
Callao,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Huancavelica,2022,Maíz morado,3694.444444444445,54.0,54.0,1.6834586466165415,199.5
Huánuco,2022,Maíz morado,6872.305140961857,294.25,301.5,1.394674227799228,2072.0
Ica,2022,Maíz morado,4900.823529411765,84.0,85.0,2.949816357394915,416.57
Junín,2022,Maíz morado,1550.0,10.0,10.0,2.9516129032258065,15.5
La Libertad,2022,Maíz morado,5274.226804123711,120.0,97.0,2.284890539483972,511.6
Lambayeque,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Lima,2022,Maíz morado,6867.315573770492,1033.0,976.0,1.4024811637448715,6702.5
Lima Metropolitana,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Maíz morado,6888.75,34.0,40.0,1.4565051714752313,275.55
Pasco,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Piura,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Puno,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
San Martín,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Tumbes,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Maíz morado,0.0,0.0,0.0,0.0,0.0
Amazonas,2022,Maní,3386.493506493506,593.5,577.5,6.853714782430845,1955.7
Áncash,2022,Maní,0.0,0.0,0.0,0.0,0.0
Apurímac,2022,Maní,0.0,0.0,0.0,0.0,0.0
Arequipa,2022,Maní,0.0,0.0,0.0,0.0,0.0
Ayacucho,2022,Maní,0.0,0.0,0.0,0.0,0.0
Cajamarca,2022,Maní,0.0,0.0,0.0,0.0,0.0
Callao,2022,Maní,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Maní,0.0,0.0,0.0,0.0,0.0
Huancavelica,2022,Maní,0.0,0.0,0.0,0.0,0.0
Huánuco,2022,Maní,2247.422680412371,24.25,24.25,5.02091743119266,54.5
Ica,2022,Maní,2840.0,0.5,0.5,4.5,1.42
Junín,2022,Maní,877.7027027027026,317.0,296.0,3.7153579676674378,259.79999999999995
La Libertad,2022,Maní,4000.0,5.0,5.0,6.4,20.0
Lambayeque,2022,Maní,0.0,0.0,0.0,0.0,0.0
Lima,2022,Maní,2823.076923076924,70.0,65.0,2.829209809264305,183.5
Lima Metropolitana,2022,Maní,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Maní,1077.6119402985073,1338.0,1340.0,1.0015166204986148,1444.0
Madre de Dios,2022,Maní,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Maní,0.0,0.0,0.0,0.0,0.0
Pasco,2022,Maní,0.0,0.0,0.0,0.0,0.0
Piura,2022,Maní,1108.4070796460178,423.0,452.0,4.993992015968064,501.0
Puno,2022,Maní,1317.142857142857,35.0,35.0,3.3917570498915404,46.1
San Martín,2022,Maní,1104.150076569678,612.0,653.0,4.102758630254781,721.0099999999999
Tacna,2022,Maní,0.0,0.0,0.0,0.0,0.0
Tumbes,2022,Maní,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Maní,1666.4983713355048,328.0,307.0,5.733273203483087,511.615
Amazonas,2022,Mashua,5967.567567567567,18.5,18.5,1.006947463768116,110.4
Áncash,2022,Mashua,0.0,0.0,0.0,0.0,0.0
Apurímac,2022,Mashua,9032.718894009218,878.0,868.0,1.0461009642365184,7840.400000000001
Arequipa,2022,Mashua,0.0,0.0,0.0,0.0,0.0
Ayacucho,2022,Mashua,5729.284903518729,1787.0,1762.0,0.98210004952947,10095.0
Cajamarca,2022,Mashua,0.0,0.0,0.0,0.0,0.0
Callao,2022,Mashua,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Mashua,10111.542898341744,1411.0,1387.0,1.6628921738845222,14024.71
Huancavelica,2022,Mashua,5889.39393939394,475.0,462.0,1.0544439339924292,2720.9
Huánuco,2022,Mashua,6615.819209039549,354.25,354.0,1.005925704526046,2342.0
Ica,2022,Mashua,0.0,0.0,0.0,0.0,0.0
Junín,2022,Mashua,6994.951456310679,515.0,515.0,0.6729216633355541,3602.4
La Libertad,2022,Mashua,6848.0,12.5,12.5,1.3,85.6
Lambayeque,2022,Mashua,0.0,0.0,0.0,0.0,0.0
Lima,2022,Mashua,0.0,0.0,0.0,0.0,0.0
Lima Metropolitana,2022,Mashua,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Mashua,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Mashua,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Mashua,6479.999999999999,12.0,10.0,1.8,64.8
Pasco,2022,Mashua,6666.666666666667,3.0,3.0,1.275,20.0
Piura,2022,Mashua,0.0,0.0,0.0,0.0,0.0
