Región,Año,Cultivo,rendimiento,siembras,cosecha,precio,produccion
Lima Metropolitana,2021,Sandía,23500.0,1.0,1.0,0.6,23.5
Loreto,2021,Sandía,10831.469052945562,1344.0,1341.0,0.3208103270223751,14525.0
Madre de Dios,2021,Sandía,15297.777777777776,59.25,56.25,1.001394538059268,860.5
Moquegua,2021,Sandía,25394.28571428571,11.0,21.0,0.9020364536453646,533.28
Pasco,2021,Sandía,0.0,0.0,0.0,0.0,0.0
Piura,2021,Sandía,35187.08240534521,589.0,449.0,0.94162605228179,15799.0
Puno,2021,Sandía,0.0,0.0,0.0,0.0,0.0
San Martín,2021,Sandía,0.0,0.0,0.0,0.0,0.0
Tacna,2021,Sandía,34609.71524288107,417.0,597.0,0.8579808343819573,20662.0
Tumbes,2021,Sandía,6985.714285714285,7.5,7.0,0.6,48.9
Ucayali,2021,Sandía,28336.85131195336,306.0,343.0,0.8012341221909679,9719.54
Amazonas,2021,Sorgo grano,0.0,0,0,0.0,0.0
Áncash,2021,Sorgo grano,0.0,0,0,0.0,0.0
Apurímac,2021,Sorgo grano,0.0,0,0,0.0,0.0
Arequipa,2021,Sorgo grano,3743.75,32,32,0.5,119.8
Ayacucho,2021,Sorgo grano,0.0,0,0,0.0,0.0
Cajamarca,2021,Sorgo grano,0.0,0,0,0.0,0.0
Callao,2021,Sorgo grano,0.0,0,0,0.0,0.0
Cusco,2021,Sorgo grano,0.0,0,0,0.0,0.0
Huancavelica,2021,Sorgo grano,0.0,0,0,0.0,0.0
Huánuco,2021,Sorgo grano,0.0,0,0,0.0,0.0
Ica,2021,Sorgo grano,0.0,0,0,0.0,0.0
Junín,2021,Sorgo grano,0.0,0,0,0.0,0.0
La Libertad,2021,Sorgo grano,0.0,0,0,0.0,0.0
Lambayeque,2021,Sorgo grano,0.0,0,0,0.0,0.0
Lima,2021,Sorgo grano,0.0,0,0,0.0,0.0
Lima Metropolitana,2021,Sorgo grano,0.0,0,0,0.0,0.0
Loreto,2021,Sorgo grano,0.0,0,0,0.0,0.0
Madre de Dios,2021,Sorgo grano,0.0,0,0,0.0,0.0
Moquegua,2021,Sorgo grano,0.0,0,0,0.0,0.0
Pasco,2021,Sorgo grano,0.0,0,0,0.0,0.0
Piura,2021,Sorgo grano,0.0,0,0,0.0,0.0
Puno,2021,Sorgo grano,0.0,0,0,0.0,0.0
San Martín,2021,Sorgo grano,0.0,0,0,0.0,0.0
Tacna,2021,Sorgo grano,0.0,0,0,0.0,0.0
Tumbes,2021,Sorgo grano,0.0,0,0,0.0,0.0
Ucayali,2021,Sorgo grano,0.0,0,0,0.0,0.0
Amazonas,2021,Soya,2429.059829059829,229.0,234.0,2.7846938775510197,568.4000000000001
Áncash,2021,Soya,0.0,0.0,0.0,0.0,0.0
Apurímac,2021,Soya,0.0,0.0,0.0,0.0,0.0
Arequipa,2021,Soya,0.0,0.0,0.0,0.0,0.0
Ayacucho,2021,Soya,0.0,0.0,0.0,0.0,0.0
Cajamarca,2021,Soya,2326.153846153846,13.0,13.0,1.9001653439153443,30.24
Callao,2021,Soya,0.0,0.0,0.0,0.0,0.0
Cusco,2021,Soya,1500.0,10.0,10.0,1.5,15.0
Huancavelica,2021,Soya,0.0,0.0,0.0,0.0,0.0
Huánuco,2021,Soya,0.0,0.0,0.0,0.0,0.0
Ica,2021,Soya,0.0,0.0,0.0,0.0,0.0
Junín,2021,Soya,927.9761904761904,84.0,84.0,2.784220654265555,77.94999999999999
La Libertad,2021,Soya,0.0,0.0,0.0,0.0,0.0
Lambayeque,2021,Soya,0.0,0.0,0.0,0.0,0.0
Lima,2021,Soya,0.0,0.0,0.0,0.0,0.0
Lima Metropolitana,2021,Soya,0.0,0.0,0.0,0.0,0.0
Loreto,2021,Soya,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2021,Soya,0.0,0.0,0.0,0.0,0.0
Moquegua,2021,Soya,0.0,0.0,0.0,0.0,0.0
Pasco,2021,Soya,0.0,0.0,0.0,0.0,0.0
Piura,2021,Soya,3028.5714285714284,307.0,210.0,2.394229559748428,636.0
Puno,2021,Soya,1187.179487179487,39.0,39.0,1.4997840172786177,46.3
San Martín,2021,Soya,2145.3124999999995,32.0,32.0,2.0924981791697013,68.64999999999999
Tacna,2021,Soya,0.0,0.0,0.0,0.0,0.0
Tumbes,2021,Soya,1883.2684824902724,9.45,12.85,1.6696694214876031,24.2
Ucayali,2021,Soya,1693.3359375,119.0,128.0,2.0677974781657875,216.747
Amazonas,2021,Tarhui,812.7810650887574,77.0,84.5,4.356144437973209,68.67999999999999
Áncash,2021,Tarhui,1116.551724137931,290.0,290.0,5.075015441630636,323.8
Apurímac,2021,Tarhui,2030.3071364046968,1133.0,1107.0,4.887157126649019,2247.55
Arequipa,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Ayacucho,2021,Tarhui,1363.6363636363635,44.0,44.0,4.733333333333333,60.0
Cajamarca,2021,Tarhui,844.4554455445545,529.0,505.0,5.1493727283386095,426.4500000000001
Callao,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Cusco,2021,Tarhui,1366.9208066896213,2023.0,2033.0,4.514787239784811,2778.95
Huancavelica,2021,Tarhui,1822.2222222222224,202.0,180.0,4.303689024390244,328.00000000000006
Huánuco,2021,Tarhui,1298.3746792130023,1168.0,1169.0,4.406490314929503,1517.8000000000002
Ica,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Junín,2021,Tarhui,1502.3104693140797,554.0,554.0,4.158372182438602,832.2800000000001
La Libertad,2021,Tarhui,1394.2839460329249,4039.5,4039.5,5.659853343536551,5632.21
Lambayeque,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Lima,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Lima Metropolitana,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Loreto,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Moquegua,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Pasco,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Piura,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Puno,2021,Tarhui,1419.8363636363636,1100.0,1100.0,3.8731704037597168,1561.82
San Martín,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Tacna,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Tumbes,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Ucayali,2021,Tarhui,0.0,0.0,0.0,0.0,0.0
Amazonas,2021,Tomate,8120.891364902507,170.5,179.5,1.3256705769362698,1457.6999999999998
Áncash,2021,Tomate,21187.09677419355,310.0,310.0,2.0206151035322777,6568.0
Apurímac,2021,Tomate,20359.64912280701,106.0,114.0,1.2987936234381732,2321.0
Arequipa,2021,Tomate,51225.70771001151,858.0,869.0,1.3801708063818283,44515.14000000001
Ayacucho,2021,Tomate,13578.313253012047,80.0,83.0,1.3211180124223605,1127.0
Cajamarca,2021,Tomate,7117.771739130435,184.0,184.0,1.597955973642215,1309.67
Callao,2021,Tomate,0.0,0.0,0.0,0.0,0.0
Cusco,2021,Tomate,16541.095890410958,68.0,73.0,1.9161904761904764,1207.5
Huancavelica,2021,Tomate,8204.166666666668,51.0,48.0,1.4004570848146267,393.8
Huánuco,2021,Tomate,18223.04832713755,68.25,67.25,1.2910607915136678,1225.5
Ica,2021,Tomate,102720.21965777955,1163.0,1256.5,1.046685066818599,129067.956
Junín,2021,Tomate,11959.999999999998,10.0,10.0,0.919732441471572,119.6
La Libertad,2021,Tomate,27366.436781609194,222.0,217.5,1.546728100534256,5952.2
Lambayeque,2021,Tomate,21530.864197530864,85.0,81.0,1.3348910550458717,1744.0
Lima,2021,Tomate,32938.62188766647,934.0,863.5,1.1311452931352728,28442.5
Lima Metropolitana,2021,Tomate,23134.999999999996,59.0,62.0,1.0606453704413787,1434.3699999999997
Loreto,2021,Tomate,3350.0,443.0,440.0,0.364742198100407,1474.0
Madre de Dios,2021,Tomate,5900.0,1.0,1.0,1.0,5.9
Moquegua,2021,Tomate,29086.857142857145,5.0,7.0,1.3075603610860085,203.608
Pasco,2021,Tomate,0.0,0.0,0.0,0.0,0.0
Piura,2021,Tomate,22968.42105263158,90.0,95.0,1.527218148487626,2182.0
Puno,2021,Tomate,0.0,0.0,0.0,0.0,0.0
San Martín,2021,Tomate,12611.449220235834,246.0,262.9,1.978700668064122,3315.55
Tacna,2021,Tomate,38088.23529411764,236.0,238.0,1.8457253171538883,9065.0
Tumbes,2021,Tomate,19522.38805970149,5.05,3.35,1.640978593272171,65.4
Ucayali,2021,Tomate,7960.877192982456,55.0,57.0,1.87388236331181,453.77
Amazonas,2021,Trigo,1497.0712909441236,248.5,259.5,2.469726376483307,388.49000000000007
Áncash,2021,Trigo,1021.016854455722,10739.0,10739.0,2.424767663501965,10964.7
Apurímac,2021,Trigo,2440.9232266053423,5254.0,5653.0,2.2220585599678344,13798.539
Arequipa,2021,Trigo,6569.867040244523,1963.0,1963.0,1.4146872726395827,12896.649
Ayacucho,2021,Trigo,1524.1015577088187,8702.0,8153.0,2.10426766457428,12426.0
Cajamarca,2021,Trigo,1004.538370030262,23694.5,23957.5,1.7440274520793204,24066.228
Callao,2021,Trigo,0.0,0.0,0.0,0.0,0.0
Cusco,2021,Trigo,1997.216143933868,8226.01,8226.0,2.062694548088453,16429.1
Huancavelica,2021,Trigo,1558.6792452830186,4274.0,4240.0,2.021270881249244,6608.799999999999
Huánuco,2021,Trigo,1505.026974006866,8156.0,8156.0,2.4016496945010184,12275.0
Ica,2021,Trigo,2585.066666666667,15.0,15.0,2.3638797194140704,38.776
Junín,2021,Trigo,2354.774396642183,2876.0,2859.0,1.8281131262718524,6732.300000000001
La Libertad,2021,Trigo,2317.7143788718618,30670.0,30670.0,2.097782140360108,71084.3
Lambayeque,2021,Trigo,809.90990990991,1110.0,1110.0,1.2231368186874307,899.0
Lima,2021,Trigo,2101.020408163265,193.0,196.0,2.105633802816901,411.8
Lima Metropolitana,2021,Trigo,7755.0,2.0,2.0,1.5,15.51
Loreto,2021,Trigo,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2021,Trigo,0.0,0.0,0.0,0.0,0.0
Moquegua,2021,Trigo,1177.0149253731342,68.0,67.0,3.967238143545523,78.86
Pasco,2021,Trigo,1715.2197802197804,182.0,182.0,2.1087436332767404,312.17
Piura,2021,Trigo,1113.328722458255,10495.0,10121.0,1.50200390486333,11268.0
Puno,2021,Trigo,1271.648189209165,1353.0,1353.0,1.6641176607344204,1720.54
San Martín,2021,Trigo,0.0,0.0,0.0,0.0,0.0
Tacna,2021,Trigo,3000.0,2.0,2.0,1.5,6.0
Tumbes,2021,Trigo,0.0,0.0,0.0,0.0,0.0
Ucayali,2021,Trigo,0.0,0.0,0.0,0.0,0.0
Amazonas,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Áncash,2021,Vainita,3727.272727272727,41.0,44.0,1.5426829268292683,164.0
Apurímac,2021,Vainita,4169.811320754718,39.0,53.0,3.0316742081447963,221.0
Arequipa,2021,Vainita,12716.80167014614,438.0,479.0,2.390661024456327,6091.348000000001
Ayacucho,2021,Vainita,4965.517241379311,33.0,29.0,1.2833333333333332,144.0
Cajamarca,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Callao,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Cusco,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Huancavelica,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Huánuco,2021,Vainita,7326.530612244898,24.5,24.5,1.5314818941504182,179.5
Ica,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Junín,2021,Vainita,0.0,0.0,0.0,0.0,0.0
La Libertad,2021,Vainita,13276.666666666668,25.5,30.0,2.1189806678383127,398.3
Lambayeque,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Lima,2021,Vainita,7436.503759398495,1297.5,1330.0,1.5123246937733494,9890.55
Lima Metropolitana,2021,Vainita,6449.099999999999,94.0,90.0,1.1547847847847847,580.419
Loreto,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Moquegua,2021,Vainita,3474.860759493671,83.0,79.0,1.769017572874243,274.514
Pasco,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Piura,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Puno,2021,Vainita,0.0,0.0,0.0,0.0,0.0
San Martín,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Tacna,2021,Vainita,7080.246913580247,146.0,162.0,4.002179598953792,1147.0
Tumbes,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Ucayali,2021,Vainita,0.0,0.0,0.0,0.0,0.0
Amazonas,2021,Yuca,15969.6015835152,10571.0,9851.5,1.0856348085069758,157324.53
Áncash,2021,Yuca,20528.03738317757,257.0,214.0,1.308372410653312,4393.0
Apurímac,2021,Yuca,13855.072463768116,103.0,69.0,1.1224372384937238,956.0
Arequipa,2021,Yuca,15402.173913043474,23.0,23.0,1.5757191249117857,354.24999999999994
Ayacucho,2021,Yuca,11027.079303675047,707.0,1034.0,1.266263813366076,11402.0
Cajamarca,2021,Yuca,8054.964231889197,7460.95,7331.95,1.1609481295652222,59058.595
Callao,2021,Yuca,0.0,0.0,0.0,0.0,0.0
Cusco,2021,Yuca,9405.26855969894,3630.0,2923.0,1.177355992375853,27491.6
Huancavelica,2021,Yuca,0.0,0.0,0.0,0.0,0.0
Huánuco,2021,Yuca,14337.468982630273,4312.0,4231.5,0.8883619805831644,60669.0
Ica,2021,Yuca,23491.06148867313,369.0,309.0,0.9524742386348702,7258.737999999999
Junín,2021,Yuca,14369.009784949169,9190.0,9172.25,0.6156582722636437,131796.15
La Libertad,2021,Yuca,15765.883340327317,1120.5,1191.5,1.0119419431941892,18785.05
Lambayeque,2021,Yuca,11454.347826086958,639.0,460.0,1.261131144429683,5269.0
Lima,2021,Yuca,36225.96203181119,816.0,974.5,0.7888539524448902,35302.2
Lima Metropolitana,2021,Yuca,17413.333333333336,15.0,15.0,1.0433958652373665,261.2
Loreto,2021,Yuca,10264.072739898442,49456.0,46082.0,0.3817687514931636,472989.0
Madre de Dios,2021,Yuca,13942.625506704084,1900.0,1603.5,0.9900970613230756,22357.0
Moquegua,2021,Yuca,0.0,0.0,0.0,0.0,0.0
Pasco,2021,Yuca,14843.665111456714,4507.0,3858.0,0.7882500053259426,57266.86
Piura,2021,Yuca,8531.754874651811,871.0,718.0,1.5668875901923012,6125.8
Puno,2021,Yuca,16326.945569050837,2223.0,2223.0,1.9468596052327047,36294.8
San Martín,2021,Yuca,16138.494557718845,6306.0,6523.0,0.69890090280931,105271.4
Tacna,2021,Yuca,0.0,0.0,0.0,0.0,0.0
Tumbes,2021,Yuca,17483.026037124702,373.75,321.08000000000004,0.9678652165780404,5613.45
Ucayali,2021,Yuca,12362.199557358908,7748.0,8133.0,0.5875323879570887,100541.769
Amazonas,2021,Zanahoria,11815.454545454544,297.0,297.0,1.5726974031044203,3509.19
Áncash,2021,Zanahoria,20538.11659192825,223.0,223.0,0.6459454148471616,4580.0
Apurímac,2021,Zanahoria,8709.51526032316,274.5,278.5,1.0496578166226913,2425.6
Arequipa,2021,Zanahoria,44893.83970276009,1804.0,1884.0,0.5532781676480137,84579.994
Ayacucho,2021,Zanahoria,9621.052631578948,189.0,190.0,1.1993435448577678,1828.0
Cajamarca,2021,Zanahoria,10606.951871657757,556.0,561.0,1.2175128140492395,5950.5
Callao,2021,Zanahoria,0.0,0.0,0.0,0.0,0.0
Cusco,2021,Zanahoria,13037.410071942446,733.0,695.0,1.6002648714269947,9061.0
Huancavelica,2021,Zanahoria,11438.636363636362,88.0,88.0,0.5501539837075303,1006.6
Huánuco,2021,Zanahoria,22166.43159379408,180.0,177.25,0.5258348180198524,3929.0
Ica,2021,Zanahoria,20000.0,2.0,2.0,1.0,40.0
Junín,2021,Zanahoria,25199.30486593843,1008.0,1007.0,0.4960580003704332,25375.7
La Libertad,2021,Zanahoria,17177.120535714283,442.0,448.0,0.8724469972126024,7695.349999999999
Lambayeque,2021,Zanahoria,11755.555555555557,71.0,45.0,0.8370510396975426,529.0
Lima,2021,Zanahoria,23883.038348082595,2169.2,2034.0,0.4947503092957526,48578.1
Lima Metropolitana,2021,Zanahoria,15145.384615384612,12.0,13.0,0.6251277362994566,196.89
Loreto,2021,Zanahoria,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2021,Zanahoria,0.0,0.0,0.0,0.0,0.0
Moquegua,2021,Zanahoria,28379.0,13.0,10.0,0.7566225025547061,283.79
Pasco,2021,Zanahoria,14130.923076923078,52.0,52.0,0.8346348978236491,734.8080000000001
Piura,2021,Zanahoria,5008.620689655173,157.0,116.0,1.2332185886402751,581.0
Puno,2021,Zanahoria,8205.263157894738,19.0,19.0,1.000577293136626,155.9
San Martín,2021,Zanahoria,0.0,0.0,0.0,0.0,0.0
Tacna,2021,Zanahoria,0.0,0.0,0.0,0.0,0.0
Tumbes,2021,Zanahoria,0.0,0.0,0.0,0.0,0.0
Ucayali,2021,Zanahoria,0.0,0.0,0.0,0.0,0.0
Amazonas,2021,Zapallo,13925.409836065572,51.0,61.0,1.3016186944493495,849.4499999999999
Áncash,2021,Zapallo,41276.76240208877,383.0,383.0,0.7591435258397117,15809.0
Apurímac,2021,Zapallo,22306.060606060604,187.0,165.0,0.6051080016302133,3680.5
Arequipa,2021,Zapallo,38292.71647509579,1048.0,1044.0,0.8895153875685772,39977.596000000005
Ayacucho,2021,Zapallo,12543.859649122807,59.0,57.0,0.9026573426573428,715.0
Cajamarca,2021,Zapallo,14950.875129712904,729.5,722.75,0.7254894410334503,10805.745
Callao,2021,Zapallo,0.0,0.0,0.0,0.0,0.0
Cusco,2021,Zapallo,19850.57471264368,173.0,174.0,1.1589461493920092,3454.0
Huancavelica,2021,Zapallo,16942.613636363636,441.0,440.0,0.6388014353264696,7454.75
Huánuco,2021,Zapallo,27735.9059391016,836.25,829.25,0.6558984782608696,23000.0
Ica,2021,Zapallo,33227.78470254957,898.5,882.5,0.6315711295915362,29323.52
Junín,2021,Zapallo,14149.999999999998,219.0,212.0,0.4241086072404827,2999.8
La Libertad,2021,Zapallo,31245.548654244307,495.5,483.0,0.7127877759813406,15091.6
Lambayeque,2021,Zapallo,23227.272727272728,62.0,66.0,0.7803000652315721,1533.0
Lima,2021,Zapallo,30815.91511936339,403.5,377.0,0.8630181793141443,11617.6
Lima Metropolitana,2021,Zapallo,32856.42857142857,28.0,28.0,0.8136235570338486,919.98
Loreto,2021,Zapallo,7117.142857142858,351.0,350.0,0.4535327177840226,2491.0
Madre de Dios,2021,Zapallo,11500.0,1.0,1.0,1.0,11.5
Moquegua,2021,Zapallo,15401.930555555551,72.0,72.0,1.313570539046783,1108.939
Pasco,2021,Zapallo,22822.331550802137,560.0,561.0,0.8806547407049168,12803.328
Piura,2021,Zapallo,3305.084745762712,40.0,59.0,1.0523076923076922,195.0
Puno,2021,Zapallo,10265.74074074074,108.0,108.0,0.7401821953639398,1108.7
San Martín,2021,Zapallo,0.0,0.0,0.0,0.0,0.0
Tacna,2021,Zapallo,39197.04433497537,415.0,406.0,2.189006535126304,15914.0
Tumbes,2021,Zapallo,25348.92617449665,15.9,14.9,0.8688196156198453,377.699
Ucayali,2021,Zapallo,27050.769230769238,11.0,13.0,0.797167718819314,351.66
Amazonas,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Áncash,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Apurímac,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Arequipa,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Ayacucho,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Cajamarca,2021,Zarandaja,992.9032258064516,325,310.0,2.124106562703054,307.79999999999995
Callao,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Cusco,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Huancavelica,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Huánuco,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Ica,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Junín,2021,Zarandaja,0.0,0,0.0,0.0,0.0
La Libertad,2021,Zarandaja,1752.657004830918,113,103.5,3.5063671444321938,181.4
Lambayeque,2021,Zarandaja,1494.6186440677964,1083,1180.0,3.275550704504862,1763.65
Lima,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Lima Metropolitana,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Loreto,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Madre de Dios,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Moquegua,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Pasco,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Piura,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Puno,2021,Zarandaja,0.0,0,0.0,0.0,0.0
San Martín,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Tacna,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Tumbes,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Ucayali,2021,Zarandaja,0.0,0,0.0,0.0,0.0
Amazonas,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Áncash,2021,Algodón rama,3591.935483870968,939.0,620.0,3.9877144140098792,2227.0
Apurímac,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Arequipa,2021,Algodón rama,8354.5,270.0,2.0,2.6,16.709
Ayacucho,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Cajamarca,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Callao,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Cusco,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Huancavelica,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Huánuco,2021,Algodón rama,0.0,64.0,0.0,0.0,0.0
Ica,2021,Algodón rama,2529.046000686577,6190.4,2913.0,4.665153114972749,7367.110999999999
Junín,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
La Libertad,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Lambayeque,2021,Algodón rama,3534.764705882353,203.0,323.0,4.244368514770143,1141.729
Lima,2021,Algodón rama,3348.000855249092,976.0,233.85,4.002519893221616,782.9300000000001
Lima Metropolitana,2021,Algodón rama,2993.333333333333,3.0,3.0,3.15,8.98
Loreto,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Moquegua,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Pasco,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Piura,2021,Algodón rama,3946.866485013624,918.0,734.0,5.596900241629272,2897.0
Puno,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
San Martín,2021,Algodón rama,0.0,1.0,0.0,0.0,0.0
Tacna,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Tumbes,2021,Algodón rama,0.0,0.0,0.0,0.0,0.0
Ucayali,2021,Algodón rama,1679.3018480492815,69.92,243.5,2.000519674255949,408.91
Amazonas,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Áncash,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Apurímac,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Arequipa,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Ayacucho,2021,Frijol de palo,1206.896551724138,2.0,58.0,3.062857142857143,70.0
Cajamarca,2021,Frijol de palo,0.0,26.0,0.0,0.0,0.0
Callao,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Cusco,2021,Frijol de palo,4586.595625350532,0.0,1783.0,2.197762261705328,8177.9
Huancavelica,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Huánuco,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Ica,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Junín,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
La Libertad,2021,Frijol de palo,1491.1949685534594,80.5,79.5,2.3899620413327707,118.55
Lambayeque,2021,Frijol de palo,1208.0,248.0,325.0,3.1957208354559348,392.6
Lima,2021,Frijol de palo,3000.0,20.0,25.0,1.18,75.0
Lima Metropolitana,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Loreto,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Moquegua,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Pasco,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Piura,2021,Frijol de palo,4672.413793103448,51.0,58.0,1.2474169741697418,271.0
Puno,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
San Martín,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Tacna,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Tumbes,2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Ucayali,2021,Frijol de palo,1611.9617647058824,344.0,340.0,0.9260198114464108,548.067
Amazonas,2021,Rocoto,5731.007194244605,10.0,139.0,1.3148176648548222,796.61
Áncash,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Apurímac,2021,Rocoto,5230.769230769231,3.2,6.5,1.847058823529412,34.0
Arequipa,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Ayacucho,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Cajamarca,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Callao,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Cusco,2021,Rocoto,4456.6978193146415,3.0,321.0,2.495407521319726,1430.6
Huancavelica,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Huánuco,2021,Rocoto,7113.892365456821,47.0,199.75,0.9721717100633356,1421.0
Ica,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Junín,2021,Rocoto,11070.20725388601,98.0,386.0,1.1708038660457276,4273.1
La Libertad,2021,Rocoto,7810.483870967742,20.0,24.8,2.847914300464636,193.7
Lambayeque,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Lima,2021,Rocoto,8357.142857142857,0.0,2.8,1.7538461538461536,23.4
Lima Metropolitana,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Loreto,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Moquegua,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Pasco,2021,Rocoto,19586.062260869563,1009.0,2875.0,1.681091695746944,56309.929
Piura,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Puno,2021,Rocoto,6599.1596638655465,0.0,238.0,2.50186552909716,1570.6
San Martín,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Tacna,2021,Rocoto,27875.0,1.0,24.0,2.850074738415546,669.0
Tumbes,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Ucayali,2021,Rocoto,0.0,0.0,0.0,0.0,0.0
Amazonas,2021,Avena forrajera,0.0,0.0,0.0,1.142031549338807,0.0
Áncash,2021,Avena forrajera,0.0,0.0,0.0,1.308827452406936,0.0
Apurímac,2021,Avena forrajera,11493.88209121246,913.0,899.0,0.0,899.0
Arequipa,2021,Avena forrajera,15818.651162790697,620.0,516.0,1.2960525538739638,516.0
Ayacucho,2021,Avena forrajera,19153.65927725478,6655.0,6586.0,1.5,6586.0
Cajamarca,2021,Avena forrajera,15781.380952380952,1094.0,1260.0,1.1202825315654346,1260.0
